gene	young_leaf	flower	one_cm_pod	pod_shell_10DAF	pod_shell_14DAF	seed_10DAF	seed_14DAF	seed_21DAF	seed_25DAF	seed_28DAF	seed_35DAF	seed_42DAF	root	nodule
Glyma12g13270	1	4	2	3	2	1	1	1	1	1	1	1	4	1
Glyma12g13280	8	3	5	2	1	2	2	4	1	0	1	0	1	0
Glyma12g13290	0	5	1	2	0	0	0	0	1	0	1	0	12	5
Glyma12g13300	0	0	1	0	0	3	5	5	21	18	37	44	0	0
Glyma12g13310	21	43	17	65	107	3	16	17	39	20	19	24	62	105
Glyma12g13320	11	24	9	33	61	3	8	9	21	11	10	11	33	55
Glyma12g13330	0	0	1	1	1	0	0	1	1	0	0	0	1	0
Glyma12g13340	1	0	0	1	0	0	1	1	0	0	0	0	1	0
Glyma12g13350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13360	0	0	0	0	0	0	1	2	0	0	0	0	0	0
Glyma12g13370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13380	1	2	1	1	1	1	1	1	0	0	0	0	0	1
Glyma12g13390	13	7	11	8	10	6	8	6	11	5	6	4	8	20
Glyma12g13400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13410	11	13	11	10	9	6	9	8	6	3	8	4	13	9
Glyma12g13420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13430	22	3	3	5	3	0	0	1	2	1	1	1	0	0
Glyma12g13440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13470	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma12g13490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13500	4	6	5	4	2	4	3	5	7	2	14	4	6	6
Glyma12g13510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13580	1	0	1	1	1	0	1	0	0	0	1	1	1	1
Glyma12g13590	1	1	0	1	1	0	0	0	1	0	0	0	0	1
Glyma12g13600	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13680	3	0	0	0	6	0	1	10	2	3	2	1	6	1
Glyma12g13690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13700	1	3	2	3	2	1	2	2	2	1	3	2	0	1
Glyma12g13710	0	1	1	1	0	0	0	0	0	0	0	0	4	1
Glyma12g13720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13780	2	0	0	0	0	0	0	0	0	1	0	1	0	0
Glyma12g13790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13810	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Glyma12g13820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13830	2	2	3	1	2	0	2	0	2	1	0	1	2	2
Glyma12g13840	2	2	1	2	0	0	2	1	0	0	0	1	1	0
Glyma12g13850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13860	2	0	0	0	0	0	0	1	0	0	0	1	0	0
Glyma12g13870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13880	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Glyma12g13890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13920	6	18	5	22	21	1	0	1	4	0	2	1	36	29
Glyma12g13930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13950	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Glyma12g13960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g13990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14000	4	3	5	5	2	4	3	4	3	2	3	1	3	3
Glyma12g14010	0	1	1	0	0	1	0	0	0	0	0	0	1	0
Glyma12g14020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14030	4	3	4	3	4	2	3	2	3	1	3	2	4	3
Glyma12g14050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14060	3	9	3	2	2	1	2	2	2	1	2	2	8	5
Glyma12g14070	5	6	6	4	7	2	6	8	7	7	4	3	5	4
Glyma12g14080	1	1	2	2	0	1	3	3	2	1	1	0	1	1
Glyma12g14090	8	7	7	7	3	4	7	5	3	1	1	0	2	4
Glyma12g14100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14110	3	3	1	2	2	0	1	1	1	0	1	1	2	1
Glyma12g14120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14130	23	4	7	4	3	2	1	1	0	0	0	0	3	0
Glyma12g14140	28	27	30	23	19	15	26	23	45	24	71	48	41	54
Glyma12g14150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14160	9	4	6	5	1	2	4	9	4	2	5	2	1	0
Glyma12g14170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14190	0	1	2	0	0	0	0	0	0	0	0	0	1	0
Glyma12g14200	6	0	0	0	0	0	0	1	1	0	1	1	0	0
Glyma12g14210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14220	24	3	9	14	3	2	7	7	2	1	0	0	3	3
Glyma12g14230	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Glyma12g14240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14250	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Glyma12g14260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14300	22	25	18	16	5	5	13	7	11	5	10	10	23	24
Glyma12g14310	9	11	7	8	4	3	6	5	5	3	6	4	9	9
Glyma12g14320	0	0	0	0	0	2	0	0	1	0	1	0	1	1
Glyma12g14330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14340	7	7	3	3	14	2	3	3	1	0	0	1	4	0
Glyma12g14350	1	6	1	1	1	1	1	1	1	1	1	1	1	3
Glyma12g14360	13	6	10	8	6	1	2	2	5	3	7	6	0	0
Glyma12g14370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14380	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Glyma12g14390	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14400	2	1	1	1	1	0	0	0	0	0	0	0	0	0
Glyma12g14410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14420	72	36	47	54	53	9	23	32	39	19	33	20	5	7
Glyma12g14430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14450	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14470	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Glyma12g14480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14560	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14570	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Glyma12g14580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14670	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14710	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14750	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14760	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14810	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14840	0	1	1	1	0	0	0	0	0	0	0	0	1	0
Glyma12g14850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14900	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14970	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g14990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15020	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Glyma12g15030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15090	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15110	1	0	1	1	2	0	0	0	0	0	0	0	0	0
Glyma12g15120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15140	1	1	0	0	0	0	1	1	0	0	0	0	0	0
Glyma12g15150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15170	18	18	20	9	12	7	8	26	5	3	3	4	5	5
Glyma12g15180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15190	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15210	0	0	0	1	1	0	0	1	1	1	0	1	1	0
Glyma12g15220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15230	0	0	1	1	1	1	0	0	0	0	0	1	0	0
Glyma12g15240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15250	0	2	16	20	22	1	0	0	0	0	0	0	2	0
Glyma12g15260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15330	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15340	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Glyma12g15350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15360	10	14	12	11	10	6	9	9	8	5	6	7	6	6
Glyma12g15370	8	6	6	8	2	1	3	4	3	1	3	1	5	3
Glyma12g15380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15390	1	4	1	1	1	0	0	0	1	0	1	1	0	0
Glyma12g15400	0	1	1	1	1	1	1	1	1	1	3	1	1	117
Glyma12g15410	0	2	1	0	0	0	0	1	0	0	0	0	0	2
Glyma12g15420	33	44	29	25	26	17	22	23	23	11	28	30	29	52
Glyma12g15430	42	18	25	19	24	2	5	1	1	0	0	0	10	1
Glyma12g15440	3	2	2	3	2	1	2	3	2	1	3	2	2	3
Glyma12g15450	9	6	6	8	5	4	11	7	7	2	7	4	13	18
Glyma12g15460	0	17	1	2	1	0	1	1	6	6	9	5	3	0
Glyma12g15470	6	15	10	10	9	4	5	9	4	2	5	3	11	9
Glyma12g15480	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma12g15490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15500	5	8	4	6	4	2	4	4	4	2	2	1	8	5
Glyma12g15510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15530	0	2	1	0	1	0	0	0	0	0	0	0	3	1
Glyma12g15540	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15560	7	2	1	1	0	0	0	0	0	0	0	0	0	1
Glyma12g15570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15580	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15620	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Glyma12g15630	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15670	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15710	0	0	2	1	0	0	0	0	1	0	0	0	0	0
Glyma12g15720	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15730	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15750	0	0	0	0	0	0	0	0	1	1	1	0	2	0
Glyma12g15760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15800	25	20	20	25	20	14	19	13	15	7	14	8	27	23
Glyma12g15810	0	1	0	0	1	0	0	0	0	0	0	0	1	0
Glyma12g15820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15830	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma12g15840	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Glyma12g15850	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15860	1	6	1	1	1	0	0	0	0	0	0	0	2	1
Glyma12g15870	0	39	1	1	2	0	0	0	0	0	1	1	0	0
Glyma12g15880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15930	1	2	1	1	0	0	0	0	1	0	0	0	0	1
Glyma12g15940	1	104	1	1	0	2	2	1	1	0	0	0	6	0
Glyma12g15950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g15990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16030	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma12g16040	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Glyma12g16050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16060	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma12g16070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16080	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16090	3	2	1	2	2	1	0	1	1	0	1	0	3	2
Glyma12g16100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16160	18	21	30	23	23	9	10	5	3	1	2	2	0	0
Glyma12g16170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16190	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Glyma12g16200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16240	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16250	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16270	1	13	6	5	2	1	1	4	6	9	10	3	20	2
Glyma12g16280	2	26	10	7	5	0	3	8	15	18	19	5	50	4
Glyma12g16290	0	1	1	1	0	1	1	0	1	0	0	1	0	0
Glyma12g16300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16310	9	7	10	8	3	3	7	9	5	2	3	2	6	4
Glyma12g16320	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma12g16330	0	0	0	0	0	1	0	0	0	0	0	0	6	0
Glyma12g16340	6	6	6	7	8	0	2	1	1	0	0	0	26	0
Glyma12g16350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16370	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16380	4	2	2	0	1	10	87	81	23	4	3	2	4	560
Glyma12g16390	53	99	38	35	35	27	24	28	22	16	37	36	43	32
Glyma12g16400	12	12	16	13	12	12	11	5	5	5	11	5	14	13
Glyma12g16410	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Glyma12g16440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16450	5	3	4	4	5	2	1	2	1	1	2	1	1	1
Glyma12g16460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16480	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16490	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16510	4	5	3	3	1	1	1	1	1	1	2	2	3	1
Glyma12g16520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16540	1	4	2	1	1	1	1	2	1	0	1	1	2	1
Glyma12g16550	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma12g16560	18	21	17	18	14	11	16	8	12	6	12	8	17	32
Glyma12g16570	0	11	0	0	0	0	0	0	1	0	0	0	0	0
Glyma12g16580	1	2	1	1	1	1	1	2	1	0	2	1	1	0
Glyma12g16590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16600	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Glyma12g16610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16620	3	4	3	3	3	3	2	2	2	1	2	1	4	2
Glyma12g16630	7	5	3	3	1	1	2	3	4	2	6	4	1	2
Glyma12g16640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16650	1	1	1	2	1	1	2	1	2	1	1	1	2	0
Glyma12g16660	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16670	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16680	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16700	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Glyma12g16710	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Glyma12g16720	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Glyma12g16730	9	11	15	11	6	5	3	5	5	2	5	2	4	0
Glyma12g16740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16800	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16810	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16820	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16860	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16870	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16940	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g16960	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Glyma12g16970	0	0	0	0	0	0	0	0	2	0	3	1	0	1
Glyma12g16990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17010	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17030	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17040	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17050	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Glyma12g17060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17080	0	0	0	0	0	0	0	2	6	3	12	17	0	0
Glyma12g17090	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17130	6	16	8	7	8	2	3	1	2	1	2	3	9	3
Glyma12g17140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17150	17	11	19	18	19	8	16	9	9	4	5	3	22	24
Glyma12g17160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma12g17170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
