gene	young_leaf	flower	one_cm_pod	pod_shell_10DAF	pod_shell_14DAF	seed_10DAF	seed_14DAF	seed_21DAF	seed_25DAF	seed_28DAF	seed_35DAF	seed_42DAF	root	nodule
Glyma02g10260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10270	1	2	1	1	0	0	2	1	1	0	1	0	0	0
Glyma02g10280	4	2	4	4	3	2	1	0	1	1	1	0	4	1
Glyma02g10300	8	4	3	5	1	1	3	6	6	3	3	1	4	0
Glyma02g10310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10320	2	1	1	4	1	0	0	0	0	0	0	0	3	0
Glyma02g10330	1	0	1	0	0	0	0	0	0	0	0	1	0	0
Glyma02g10340	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10360	0	1	1	1	1	0	0	0	1	1	2	1	2	0
Glyma02g10370	1	1	2	1	1	1	1	0	1	0	1	0	1	1
Glyma02g10380	7	4	5	3	2	3	3	3	2	1	1	0	1	2
Glyma02g10390	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10400	1	0	1	1	1	0	0	1	0	0	0	0	0	0
Glyma02g10410	17	11	10	7	6	4	8	5	5	3	4	3	10	5
Glyma02g10420	2	2	1	2	0	1	1	1	0	0	1	0	1	1
Glyma02g10430	2	2	2	2	0	1	0	1	0	0	2	0	1	1
Glyma02g10440	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10450	8	15	14	9	9	4	8	8	4	4	5	3	17	5
Glyma02g10460	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10470	10	19	14	13	10	5	9	17	12	6	16	9	14	10
Glyma02g10480	3	8	4	5	2	1	4	5	4	2	4	2	5	5
Glyma02g10490	0	1	0	0	0	0	0	0	0	0	0	0	24	0
Glyma02g10500	1	1	0	0	0	0	0	0	0	0	0	0	1	0
Glyma02g10510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10520	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10530	2	3	2	2	1	1	1	2	1	1	2	1	2	2
Glyma02g10540	20	7	15	14	11	1	2	0	3	2	2	0	0	0
Glyma02g10550	12	8	10	15	4	11	14	11	4	2	4	2	11	7
Glyma02g10560	8	5	4	4	3	2	3	2	1	1	2	1	4	2
Glyma02g10570	11	12	7	5	4	4	5	9	3	2	4	2	13	2
Glyma02g10580	24	33	22	20	8	8	12	17	8	6	9	6	9	1
Glyma02g10590	1	4	2	1	1	0	1	1	1	1	1	1	9	3
Glyma02g10600	11	2	2	5	1	2	3	4	1	0	0	0	4	2
Glyma02g10610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10620	13	6	6	10	4	0	0	1	1	0	0	0	1	0
Glyma02g10630	0	1	0	1	0	0	0	0	1	0	1	1	2	0
Glyma02g10640	32	15	21	24	13	8	15	15	10	5	8	3	19	17
Glyma02g10650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10660	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Glyma02g10670	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10680	1	1	1	1	0	0	0	0	1	0	1	0	0	0
Glyma02g10690	4	3	4	3	1	1	1	3	2	1	1	1	1	0
Glyma02g10700	0	2	16	9	20	19	4	2	2	1	3	1	0	0
Glyma02g10710	4	5	8	8	3	6	6	5	8	3	7	3	44	4
Glyma02g10720	0	2	3	3	2	0	0	0	1	0	0	0	0	0
Glyma02g10730	20	9	21	15	12	9	13	15	12	5	5	2	18	11
Glyma02g10740	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Glyma02g10750	3	2	2	2	2	1	2	3	2	1	2	1	9	7
Glyma02g10760	16	11	15	12	13	9	16	11	9	6	14	7	8	13
Glyma02g10770	9	2	6	6	8	9	5	4	3	2	4	2	2	5
Glyma02g10780	3	7	2	4	2	2	3	1	2	1	2	1	4	3
Glyma02g10790	8	9	7	9	5	3	7	8	5	2	6	4	7	4
Glyma02g10800	1	2	2	2	3	1	1	1	1	0	0	0	0	0
Glyma02g10810	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Glyma02g10820	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Glyma02g10830	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Glyma02g10840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10850	14	3	5	8	5	1	6	12	19	8	15	7	4	4
Glyma02g10860	9	11	9	11	7	5	9	7	9	3	10	5	7	6
Glyma02g10870	0	0	0	0	0	0	0	0	0	0	0	0	0	73
Glyma02g10880	8	8	7	8	5	3	6	6	4	2	3	2	9	11
Glyma02g10900	3	3	2	2	0	2	4	3	1	1	1	1	1	2
Glyma02g10910	1	9	5	7	7	3	3	1	2	0	1	1	2	5
Glyma02g10920	17	17	12	10	9	2	5	4	2	1	2	2	6	1
Glyma02g10930	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10940	2	8	2	3	2	1	1	3	4	1	1	1	26	8
Glyma02g10950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g10970	0	3	0	0	0	0	0	1	1	1	0	1	0	0
Glyma02g10980	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Glyma02g10990	0	4	1	1	0	0	1	3	1	0	0	1	2	0
Glyma02g11020	3	10	3	5	6	0	0	1	0	0	1	0	21	10
Glyma02g11030	8	2	4	5	4	1	3	1	2	1	2	1	2	4
Glyma02g11040	2	2	1	1	1	0	0	0	0	0	1	0	0	0
Glyma02g11050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11060	9	12	3	6	8	1	1	1	0	0	0	0	6	4
Glyma02g11070	1	2	0	0	0	0	1	0	2	0	1	1	0	0
Glyma02g11080	4	5	3	3	2	6	4	3	1	0	2	1	4	3
Glyma02g11090	5	4	4	5	5	2	5	4	4	2	4	2	6	5
Glyma02g11100	25	12	24	22	23	17	24	16	24	19	28	28	14	9
Glyma02g11110	7	5	1	2	3	0	0	0	1	1	2	1	1	0
Glyma02g11120	0	0	0	1	0	0	0	0	0	0	0	1	2	0
Glyma02g11130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11140	3	4	6	5	2	3	2	3	2	1	2	1	4	3
Glyma02g11150	0	5	0	0	2	0	0	0	0	0	0	0	3	0
Glyma02g11160	1	3	1	1	1	0	0	0	0	0	0	1	1	0
Glyma02g11170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11180	3	1	2	1	0	1	1	0	0	0	0	0	2	2
Glyma02g11190	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11200	13	11	22	20	17	1	7	4	7	2	3	3	14	13
Glyma02g11210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11240	6	11	6	7	4	3	2	3	1	1	2	1	6	2
Glyma02g11250	2	0	1	2	1	0	1	1	1	0	1	1	0	0
Glyma02g11260	5	10	1	1	0	0	0	0	0	0	0	0	1	1
Glyma02g11270	3	3	2	2	2	1	1	2	3	1	3	3	4	5
Glyma02g11280	5	6	9	7	9	23	13	10	5	3	10	6	3	1
Glyma02g11290	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Glyma02g11300	13	11	15	14	10	5	11	15	10	6	10	10	14	17
Glyma02g11310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11320	40	36	45	39	26	12	24	35	27	14	27	20	36	35
Glyma02g11330	9	10	7	6	2	3	3	4	3	1	3	2	5	5
Glyma02g11340	9	4	5	6	2	7	3	3	3	1	3	1	6	4
Glyma02g11350	0	1	0	1	0	0	1	0	1	0	0	0	0	0
Glyma02g11360	1	0	0	0	0	0	0	0	4	0	2	1	1	1
Glyma02g11370	1	2	1	2	1	0	1	0	0	0	1	1	2	1
Glyma02g11380	3	3	3	4	3	1	1	0	1	1	3	3	2	3
Glyma02g11390	6	6	4	3	2	1	2	0	1	1	2	1	1	2
Glyma02g11400	30	17	25	18	22	11	21	18	24	11	14	12	24	13
Glyma02g11420	5	6	3	4	6	1	2	2	3	1	2	1	4	2
Glyma02g11430	2	1	2	2	1	1	2	2	4	2	6	3	2	1
Glyma02g11440	0	0	0	0	0	0	0	0	0	0	0	0	0	80
Glyma02g11450	1	5	0	0	0	0	1	0	0	0	0	0	3	0
Glyma02g11460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11470	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11480	2	35	7	9	16	2	3	2	4	2	1	0	4	2
Glyma02g11490	0	0	0	0	0	0	1	1	1	0	2	0	0	0
Glyma02g11500	0	0	0	0	0	0	3	1	0	0	0	0	0	0
Glyma02g11510	6	15	8	9	9	5	7	9	9	4	10	6	15	10
Glyma02g11530	36	75	47	30	12	2	5	7	3	3	3	1	50	15
Glyma02g11540	122	80	218	137	103	110	131	131	118	98	163	209	132	119
Glyma02g11550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11560	8	3	6	5	2	1	0	1	1	1	1	1	4	0
Glyma02g11570	8	14	6	7	7	4	8	11	9	6	13	8	13	9
Glyma02g11580	134	55	112	88	62	47	65	91	88	58	85	52	62	55
Glyma02g11590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11600	4	8	8	7	9	4	2	3	4	2	2	3	2	1
Glyma02g11610	1	6	1	3	4	0	0	1	1	0	1	0	2	1
Glyma02g11620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11630	0	0	0	0	1	0	0	0	0	0	0	0	2	2
Glyma02g11640	162	47	66	65	13	12	21	25	70	58	103	78	58	45
Glyma02g11650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11670	22	34	10	16	10	1	1	2	1	0	1	0	5	1
Glyma02g11680	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11690	0	0	0	0	0	0	2	1	1	1	1	0	0	0
Glyma02g11700	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma02g11710	0	0	0	0	0	0	0	0	0	0	0	0	7	1
Glyma02g11720	27	10	20	21	30	2	3	5	7	3	7	5	10	0
Glyma02g11730	14	16	14	12	11	7	14	11	5	4	6	3	17	11
Glyma02g11740	3	22	5	5	11	2	4	4	3	2	4	3	7	12
Glyma02g11750	13	61	22	27	29	6	3	3	2	2	2	2	27	2
Glyma02g11760	6	6	5	6	3	1	5	2	3	1	4	2	4	4
Glyma02g11770	0	1	0	1	0	0	1	0	0	0	0	0	0	0
Glyma02g11780	29	14	36	26	15	3	4	3	2	1	1	0	10	1
Glyma02g11790	2	0	1	1	1	0	0	0	1	0	0	0	1	0
Glyma02g11800	1	3	3	5	9	1	1	1	1	1	1	1	5	10
Glyma02g11810	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Glyma02g11820	5	3	5	6	6	3	4	3	4	5	12	12	3	46
Glyma02g11830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11840	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11860	8	2	3	4	1	2	2	2	1	0	0	0	1	2
Glyma02g11870	6	14	5	5	7	3	4	2	3	1	3	2	16	43
Glyma02g11880	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11890	4	11	6	10	12	3	7	4	5	2	5	2	8	4
Glyma02g11900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11910	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11920	79	48	82	88	53	43	77	65	60	45	86	45	122	138
Glyma02g11930	1	3	1	1	1	0	0	0	0	0	1	0	2	0
Glyma02g11940	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11950	2	3	2	2	2	0	0	1	2	1	3	2	0	0
Glyma02g11960	8	11	9	10	16	8	8	7	4	3	3	1	24	10
Glyma02g11970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g11980	10	17	12	9	9	4	7	10	7	4	7	5	19	10
Glyma02g11990	1	1	0	0	0	1	1	1	1	0	0	0	0	2
Glyma02g12010	0	0	1	1	0	3	9	7	2	1	2	0	0	0
Glyma02g12020	1	17	1	0	1	1	2	2	2	0	0	0	8	0
Glyma02g12030	2	2	1	2	1	1	1	1	1	1	1	1	0	1
Glyma02g12040	1	1	1	0	0	1	0	0	0	0	1	0	0	0
Glyma02g12050	7	30	16	16	12	7	11	11	20	14	29	21	22	42
Glyma02g12060	1	1	0	0	0	0	0	0	0	0	0	0	3	0
Glyma02g12070	4	2	1	1	1	0	1	0	0	0	1	1	1	4
Glyma02g12080	2	10	1	2	1	0	0	0	0	0	0	0	2	0
Glyma02g12090	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma02g12100	3	2	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12110	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Glyma02g12120	7	5	6	4	5	2	3	4	3	1	4	2	4	5
Glyma02g12130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12140	22	23	29	42	98	9	8	9	7	4	4	2	16	60
Glyma02g12150	4	3	4	5	4	2	3	2	2	1	2	1	2	2
Glyma02g12160	4	2	3	2	3	2	1	2	0	1	1	1	0	1
Glyma02g12170	12	22	14	19	17	11	21	20	15	9	12	7	32	16
Glyma02g12180	0	1	1	0	0	4	5	5	2	0	0	0	0	0
Glyma02g12190	0	1	1	0	0	7	7	3	2	1	0	0	0	2
Glyma02g12200	0	0	0	0	0	0	0	0	0	0	0	0	10	1
Glyma02g12210	0	22	0	1	1	0	0	1	1	0	1	0	5	0
Glyma02g12220	0	12	0	1	0	0	0	0	1	0	0	1	6	2
Glyma02g12230	15	15	12	10	3	6	7	8	7	3	8	4	16	10
Glyma02g12240	0	4	1	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12250	0	5	1	1	0	0	0	0	0	0	0	0	0	0
Glyma02g12260	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12280	13	2	5	4	4	1	4	1	1	1	2	1	3	1
Glyma02g12290	8	9	6	7	5	3	6	5	3	1	3	1	9	13
Glyma02g12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12320	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12330	16	12	13	14	11	7	13	8	9	4	8	5	19	15
Glyma02g12340	2	2	1	1	1	1	1	1	1	1	2	0	1	0
Glyma02g12360	0	0	0	0	0	0	1	0	5	3	15	17	0	0
Glyma02g12370	2	1	1	1	1	1	1	0	1	0	1	1	1	0
Glyma02g12380	4	14	4	3	4	1	2	0	3	2	5	4	5	5
Glyma02g12390	5	5	6	7	5	4	5	3	3	1	2	1	11	4
Glyma02g12400	4	6	3	3	1	1	1	1	1	0	1	0	8	1
Glyma02g12410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12430	2	2	2	2	2	1	1	1	1	0	1	1	1	0
Glyma02g12450	4	3	2	2	1	1	2	1	1	0	0	0	1	1
Glyma02g12460	31	9	22	14	8	6	9	12	7	4	6	3	15	3
Glyma02g12470	1	11	3	2	0	0	0	0	0	0	1	0	9	2
Glyma02g12480	4	2	4	5	2	3	5	3	2	2	4	1	4	5
Glyma02g12490	5	8	6	3	3	1	2	2	1	0	1	0	8	3
Glyma02g12500	5	4	6	6	7	3	2	4	2	1	2	1	5	5
Glyma02g12510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12520	10	39	11	23	14	6	12	3	14	8	10	6	105	44
Glyma02g12530	2	0	0	1	0	1	0	1	0	0	0	0	0	4
Glyma02g12540	11	6	6	6	6	3	4	3	5	2	3	2	2	4
Glyma02g12550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12560	5	6	3	3	3	2	3	2	4	1	1	2	7	5
Glyma02g12570	11	13	10	10	6	8	12	24	9	4	13	5	10	18
Glyma02g12580	1	0	1	1	0	0	0	1	0	0	1	0	0	0
Glyma02g12590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12630	2	4	3	4	2	1	2	2	2	2	4	3	4	2
Glyma02g12640	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Glyma02g12650	4	5	3	4	2	1	2	2	1	1	1	1	2	2
Glyma02g12660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12670	2	4	4	2	2	1	2	2	2	1	2	1	4	2
Glyma02g12680	26	9	14	18	13	2	2	0	5	2	6	2	0	0
Glyma02g12690	7	4	6	4	7	4	5	7	3	1	4	2	3	3
Glyma02g12700	2	3	2	2	3	1	1	2	1	1	2	0	1	2
Glyma02g12710	0	7	1	2	1	1	1	0	1	1	4	0	72	15
Glyma02g12720	3	5	3	3	3	2	3	3	2	2	3	2	7	3
Glyma02g12730	1	1	0	0	0	0	0	0	0	0	0	0	3	0
Glyma02g12740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12770	1	0	0	0	0	0	1	1	1	0	0	0	0	0
Glyma02g12780	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12790	5	6	5	11	11	4	8	4	5	2	3	1	5	6
Glyma02g12800	4	9	3	4	3	2	1	3	2	2	2	1	2	2
Glyma02g12810	1	5	0	1	1	1	0	0	2	0	0	0	0	0
Glyma02g12820	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Glyma02g12830	1	5	1	2	2	1	0	1	0	0	1	1	4	13
Glyma02g12840	0	1	0	0	0	1	1	1	1	1	1	1	0	0
Glyma02g12850	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12860	26	15	13	27	10	19	18	11	13	2	10	1	9	7
Glyma02g12870	23	17	19	31	46	11	23	21	29	18	22	9	28	23
Glyma02g12880	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma02g12890	0	0	1	1	1	0	1	0	0	0	2	1	0	0
Glyma02g12900	2	2	1	2	2	1	1	1	1	1	1	0	5	3
Glyma02g12910	0	1	1	0	0	0	2	1	1	1	1	0	0	1
Glyma02g12920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g12930	9	11	9	12	11	11	20	12	8	4	8	4	24	20
Glyma02g12940	6	5	9	3	5	1	5	7	8	2	5	3	9	10
Glyma02g12950	12	22	23	22	30	17	18	23	16	11	26	22	13	10
Glyma02g12960	5	6	2	2	1	3	5	5	2	2	3	1	0	0
Glyma02g12970	11	35	5	12	7	1	1	0	1	0	1	1	25	20
Glyma02g12980	1	13	1	0	0	0	0	0	0	0	0	0	34	5
Glyma02g12990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13000	5	3	3	2	1	0	0	2	1	1	2	1	1	1
Glyma02g13010	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Glyma02g13020	5	3	4	4	4	2	2	2	2	2	3	1	2	2
Glyma02g13030	0	0	1	1	0	0	0	0	1	0	0	0	0	0
Glyma02g13040	0	1	0	0	0	1	0	0	0	0	0	0	0	0
Glyma02g13050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13060	1	5	3	1	1	4	0	3	2	1	2	4	11	23
Glyma02g13070	2	3	2	2	2	1	1	0	1	0	1	0	3	3
Glyma02g13080	2	5	3	4	3	1	2	2	2	0	1	2	4	2
Glyma02g13100	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Glyma02g13110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13120	1	10	4	3	2	1	3	2	7	7	15	17	15	11
Glyma02g13130	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13140	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Glyma02g13150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13160	3	2	2	2	2	1	2	1	1	0	2	2	2	2
Glyma02g13170	7	5	6	6	3	1	3	3	2	1	2	2	3	4
Glyma02g13180	70	76	88	83	98	33	54	68	52	35	47	28	90	75
Glyma02g13190	6	19	25	32	14	5	1	3	1	3	4	1	1	4
Glyma02g13200	2	1	2	1	1	0	1	2	1	1	1	1	2	1
Glyma02g13210	0	0	1	0	0	62	194	434	330	202	385	216	3	0
Glyma02g13220	9	13	9	8	4	3	4	6	5	3	6	4	11	8
Glyma02g13230	4	7	4	4	1	2	2	2	3	1	5	2	5	2
Glyma02g13240	2	2	2	3	1	1	1	2	1	0	1	1	1	1
Glyma02g13250	3	12	3	4	4	7	9	10	10	7	11	3	11	3
Glyma02g13260	7	2	2	2	0	1	1	2	1	1	1	0	0	1
Glyma02g13270	4	4	3	3	2	1	2	2	2	0	1	1	1	2
Glyma02g13280	27	19	25	19	15	10	28	24	29	20	27	18	19	22
Glyma02g13290	2	38	124	115	50	1	1	1	0	0	0	0	0	0
Glyma02g13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13320	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Glyma02g13330	35	32	53	57	71	21	28	28	20	13	14	10	80	46
Glyma02g13340	1	4	5	10	7	0	0	0	0	0	0	0	3	0
Glyma02g13350	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13360	1	3	2	2	1	1	1	1	1	1	1	1	2	1
Glyma02g13370	5	5	2	4	2	1	0	0	1	0	1	0	6	1
Glyma02g13380	1	2	2	4	1	0	0	0	0	0	0	0	3	0
Glyma02g13390	16	24	5	6	11	0	1	5	0	1	5	1	0	0
Glyma02g13400	9	13	6	11	6	1	1	2	0	1	3	5	0	0
Glyma02g13410	14	25	9	7	4	4	3	2	0	1	2	0	0	0
Glyma02g13420	31	15	1	1	0	0	0	0	0	0	0	0	0	0
Glyma02g13430	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma02g13440	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Glyma02g13450	1	0	3	7	8	0	1	0	0	0	0	0	10	0
Glyma02g13460	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13470	1	0	0	1	2	0	0	0	1	0	0	0	0	0
Glyma02g13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13520	8	10	7	6	3	3	3	3	4	2	4	3	9	4
Glyma02g13530	0	0	0	0	0	0	0	1	0	0	1	0	1	0
Glyma02g13540	3	4	1	1	1	1	0	0	0	0	1	0	3	2
Glyma02g13550	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13570	2	4	2	2	1	1	1	2	1	0	0	0	7	5
Glyma02g13580	0	0	0	0	0	1	0	1	0	0	0	0	1	0
Glyma02g13590	9	8	11	10	12	5	6	7	8	4	8	5	12	10
Glyma02g13600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13610	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13620	0	0	1	0	0	5	5	2	1	1	0	0	0	0
Glyma02g13630	3	3	3	2	1	1	2	2	1	0	1	1	2	1
Glyma02g13640	0	1	1	0	0	6	6	4	0	0	0	0	0	0
Glyma02g13650	1	2	1	1	1	1	1	1	1	0	1	1	1	1
Glyma02g13660	0	3	1	2	0	1	1	0	1	0	0	0	1	0
Glyma02g13670	14	17	10	7	5	3	6	7	3	1	3	2	11	6
Glyma02g13680	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Glyma02g13690	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13700	12	12	12	16	13	5	9	13	12	7	19	12	25	12
Glyma02g13710	1	0	2	1	0	0	0	0	0	0	0	0	3	0
Glyma02g13720	0	2	1	0	0	1	5	8	3	1	1	1	1	7
Glyma02g13730	2	3	4	3	5	5	8	6	2	1	3	1	6	10
Glyma02g13740	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma02g13750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13770	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma02g13780	6	6	5	7	7	4	8	4	4	2	3	1	7	6
Glyma02g13790	51	21	13	15	4	4	9	9	7	3	9	2	5	9
Glyma02g13800	0	2	2	1	1	0	0	0	0	0	0	0	23	6
Glyma02g13810	0	1	0	0	0	0	0	0	0	0	0	0	3	0
Glyma02g13820	0	10	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g13830	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma02g13840	2	1	1	2	1	1	1	1	1	0	1	0	0	52
Glyma02g13850	15	20	4	3	4	2	5	5	11	6	19	14	5	8
Glyma02g13860	5	26	11	9	5	15	14	9	6	3	6	6	16	16
Glyma02g13870	4	23	8	6	2	6	13	6	7	3	6	2	11	7
Glyma02g13880	3	3	3	2	1	1	1	1	1	0	1	1	3	0
Glyma02g13900	8	2	5	3	0	109	26	8	0	6	4	2	6	1
Glyma02g13910	3	6	0	7	23	1	4	6	4	1	1	1	2	12
Glyma02g13920	0	1	0	1	1	0	0	0	0	0	0	0	0	0
Glyma02g13930	5	17	7	10	29	3	1	1	1	1	1	0	5	13
Glyma02g13940	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Glyma02g13950	0	0	0	0	0	0	3	2	1	1	0	1	0	0
Glyma02g13960	0	0	0	0	0	0	0	0	0	0	0	0	0	28
Glyma02g13970	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Glyma02g13980	7	1	1	1	1	0	0	0	0	0	0	0	0	0
Glyma02g13990	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14010	6	5	2	1	2	1	1	1	0	0	1	1	1	0
Glyma02g14020	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Glyma02g14030	2	2	1	1	0	0	2	3	1	1	2	1	1	2
Glyma02g14040	1	2	0	1	1	0	1	1	0	0	0	0	1	0
Glyma02g14050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14080	20	10	17	18	16	8	14	8	17	6	14	8	21	22
Glyma02g14090	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Glyma02g14100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14110	2	2	2	1	1	1	1	0	1	0	1	1	1	2
Glyma02g14120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14130	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma02g14140	28	16	26	22	16	2	2	1	1	1	1	1	3	4
