Line	D_20	GL_20	G_20	MD_20	MGL_20	AD_20	AGL_20	MG_20	TIF_20	Protein_20	Oil_20	Total-Isoflavone_20	Ds_20	Gs_20	GLs_20	D_21	GL_21	G_21	MD_21	MGL_21	AD_21	AGL_21	MG_21	TIF_21	Protein_21	Oil_21	Total-Isoflavone_21	Ds_21	Gs_21	GLs_21
JY093	312.0584527	57.87466313	357.0894361	1348.433433	398.1435253	99.90777665	2.785819632	1975.746054	4552.039161	48.46666667	14.29833333	4552.039161	1760.399663	2332.83549	458.8040081	329.8777333	101.1497667	424.0412333	1498.009533	376.5513333	150.6279333	54.7103	1954.8096	4889.777433	46.59	16.41133333	4979.010433	1978.5152	2378.850833	532.4114
JY094	91.00908363	22.84278023	141.9169353	511.2919118	249.0830632	38.50946086	0	876.4243872	1931.077622	48.287	14.04766667	1931.077622	640.8104563	1018.341322	271.9258434	87.7646	22.88153333	78.0126	856.0282333	232.6702	33.82273333	44.86273333	369.7566	1725.799233	49.81	13.92133333	1936.9445	977.6155667	447.7692	300.4144667
JY095	411.8894595	111.4456116	287.7320327	1712.092645	509.2716681	81.61428252	0.076200361	1623.351139	4737.473039	41.24933333	17.11233333	4737.473039	2205.596387	1911.083172	620.7934801	156.7563667	77.932	313.8637	892.2367333	345.8098667	131.4875	50.7812	1211.5266	3180.393967	45.40866667	17.49233333	3037.1517	1180.4806	1525.3903	474.5230667
JY096	129.4252827	26.4357286	134.695548	677.2779903	223.1711083	38.30907391	0	909.0790565	2138.393788	46.76066667	13.789	2138.393788	845.0123469	1043.774605	249.6068369	256.2957667	99.3556	446.6147667	1524.148433	427.4905667	162.3502667	46.26943333	1732.055833	4694.580667	43.93633333	15.82433333	4448.1338	1942.794467	2178.6706	573.1156
JY097	34.77551228	26.04568753	84.86954963	248.5341211	223.5558937	17.7929259	0	556.1107343	1191.684424	46.02633333	16.847	1191.684424	301.1025593	640.9802839	249.6015812	158.4161	61.39173333	235.0412	1265.537667	392.1332667	88.63383333	34.68873333	1252.2303	3488.072833	48.64433333	15.935	3266.092433	1512.5876	1487.2715	488.2137333
JY098	732.3262464	85.08468654	532.5537587	2925.234062	539.4618545	140.0918806	10.30771559	2639.841738	7604.901943	41.74733333	17.33966667	7604.901943	3797.652189	3172.395497	634.8542566	323.7690667	94.74103333	453.7723	1529.4957	399.022	176.0194	54.52796667	1843.3467	4874.694167	42.52066667	17.73066667	4832.904267	2029.284167	2297.119	548.291
JY099	103.2123634	45.61908292	102.7618974	467.4996636	292.0752081	15.36916983	0	530.2768386	1556.814224	43.38566667	20.17566667	1556.814224	586.0811969	633.038736	337.6942911	98.3541	57.15996667	243.401	588.2757333	305.8808	131.8447667	40.53993333	720.0345667	2185.490867	45.77433333	19.12633333	2022.8916	818.4746	963.4355667	403.5807
JY100	91.81091779	30.91013772	92.77333835	416.964979	248.2248551	20.20752072	0	603.1707977	1504.062546	42.04233333	18.96066667	1504.062546	528.9834175	695.944136	279.1349928	50.12636667	59.2954	206.7935333	591.7975667	193.6856333	109.4689	40.88206667	901.4770667	2153.526533	43.28366667	20.13866667	1811.9328	751.3928333	1108.2706	293.8631
JY101	100.179093	43.47000707	101.8071074	549.6367608	294.9095661	19.04703196	0	592.730494	1701.78006	40.89933333	18.327	1701.78006	668.8628858	694.5376014	338.3795732	264.4986	98.90966667	398.0895	1311.182867	355.5989333	155.5362333	52.42456667	1586.368467	4222.608833	41.82266667	18.589	4221.0768	1731.2177	1984.457967	506.9331667
JY102	249.9831958	66.311892	203.5124399	1053.149806	320.0828403	47.90709103	0	1064.361236	3005.308502	48.07533333	13.475	3005.308502	1351.040093	1267.873676	386.3947323	252.2991333	96.82506667	392.9397333	1177.6913	344.6046333	151.2182333	47.74626667	1570.030867	4033.355233	47.817	14.69033333	3714.4769	1581.208667	1962.9706	489.1759667
JY103	464.7297312	91.86964739	694.434984	1752.935037	414.3347778	169.6911523	17.36087134	3103.406433	6708.762634	47.01066667	14.70033333	6708.762634	2387.355921	3797.841417	523.5652965	207.9652667	70.7959	283.7306667	1262.629733	271.7155667	125.1762	43.64073333	1463.172767	3728.826833	49.969	14.633	3921.7617	1595.7712	1746.903433	386.1522
JY104	451.6300361	61.21942005	410.1938345	1836.471317	337.2283893	103.7267797	2.027845216	2019.573358	5222.07098	46.26066667	13.957	5222.07098	2391.828133	2429.767193	400.4756546	406.3438	116.6013667	559.372	1837.4034	468.5537	186.8542	61.5823	2388.8408	6025.551567	46.81433333	14.37333333	6280.4339	2430.6014	2948.2128	646.7373667
JY105	149.4334755	112.4834861	269.8907353	647.1173622	468.8035345	70.51735402	0	1484.494883	3202.740831	43.63366667	15.80933333	3202.740831	867.0681918	1754.385619	581.2870206	123.9923	112.7188	364.9803333	625.1432333	343.6908	110.0553667	54.9903	1408.993733	3144.564867	44.968	16.40533333	3584.3317	859.1909	1773.974067	511.3999
JY106	130.3108522	17.80345752	128.944273	728.077377	223.3766504	39.01837879	0	874.3509218	2141.881911	47.73033333	15.10133333	2141.881911	897.406608	1003.295195	241.180108	202.7485667	61.96546667	214.7175	1285.571933	295.6261667	92.45103333	34.9981	1075.256267	3263.335033	48.54466667	15.306	3319.6387	1580.771533	1289.973767	392.5897333
JY107	398.3881872	85.88248794	256.1904065	1696.385489	479.3434756	73.02911409	0	1456.759702	4445.978862	42.72366667	16.899	4445.978862	2167.80279	1712.950108	565.2259635	301.4176	108.7928333	477.1944	1526.145767	442.4775667	169.1297667	51.11873333	2010.371267	5086.647933	43.125	17.13166667	4996.542667	1996.693133	2487.565667	602.3891333
JY108	316.1755423	58.23068482	375.352596	1259.390317	325.3442337	97.0195526	0.655220514	1928.614936	4360.783083	48.626	15.161	4360.783083	1672.585412	2303.967532	384.230139	238.2626	62.74406667	304.2484333	1212.442067	293.2972	103.9562	40.8585	1321.489167	3577.298233	48.30166667	15.67933333	3678.346033	1554.660867	1625.7376	396.8997667
JY109	34.27008937	21.4908112	79.88454724	277.888683	217.6236118	13.06387848	0.235409661	550.3360423	1194.793073	50.65666667	14.29166667	1194.793073	325.2226509	630.2205895	239.3498326	98.18553333	64.08036667	159.4153	845.8169667	283.0996	60.52846667	36.7915	879.5396333	2427.457367	50.88533333	14.773	2197.688933	1004.530967	1038.954933	383.9714667
JY110	206.9370011	86.52945643	363.3087539	992.9172018	496.8549068	100.2957242	0	1980.295348	4227.138392	43.902	18.33066667	4227.138392	1300.149927	2343.604102	583.3843632	358.3406	96.12003333	496.6962333	1525.357333	388.2198667	158.2345	53.43066667	2085.4284	5161.827633	45.39133333	18.253	5569.659533	2041.932433	2582.124633	537.7705667
JY111	132.8584703	35.43783804	153.5338108	534.2368916	281.467835	34.66559385	0	861.0674878	2033.267928	45.228	18.153	2033.267928	701.7609558	1014.601299	316.9056731	251.0331333	78.4615	364.3925333	1304.477633	323.5951667	142.9173	41.89646667	1490.6828	3997.456533	46.49266667	17.52233333	4036.993167	1698.428067	1855.075333	443.9531333
JY112	359.7869528	81.51933177	226.8505006	1372.48737	364.3608208	52.75598836	0	1140.424792	3598.185757	50.996	13.546	3598.185757	1785.030312	1367.275293	445.8801525	459.3887667	116.9512667	577.6052667	2063.5709	528.1173333	158.0219667	43.5904	2636.070633	6583.316533	48.69933333	14.39266667	6948.880833	2680.981633	3213.6759	688.659
JY113	202.6633447	62.02619756	263.5455872	1188.978508	524.1269709	87.75486904	0.91194625	1857.758465	4187.765889	41.19833333	18.70033333	4187.765889	1479.396722	2121.304052	587.0651147	109.5690333	65.03546667	243.9719	465.6321333	318.2313333	107.0364667	47.5414	904.1100333	2261.127767	42.186	21.01833333	2330.376933	682.2376333	1148.081933	430.8082
JY114	89.62971337	36.97221063	151.8803362	602.7564203	320.2540891	50.59128322	0	1154.811042	2406.895094	48.51333333	14.479	2406.895094	742.9774169	1306.691378	357.2262997	257.6115667	70.77366667	250.5083667	1222.3416	342.6212667	102.2550333	35.706	1062.239033	3344.056533	46.86166667	16.522	3268.201167	1582.2082	1312.7474	449.1009333
JY115	117.1384143	31.07288338	110.5540735	696.707404	264.0192673	28.08233291	0	744.0866438	1991.661019	45.649	16.12733333	1991.661019	841.9281512	854.6407173	295.0921507	161.9141333	68.14836667	246.0021667	855.9501667	316.9972	107.9166	46.53816667	1042.329033	2845.795833	48.04066667	16.22966667	2826.899067	1125.7809	1288.3312	431.6837333
JY116	229.8305816	47.53188265	226.8729193	1183.861799	376.9465567	65.27674491	0	1356.296918	3486.617402	50.65433333	13.44066667	3486.617402	1478.969126	1583.169838	424.4784393	311.5718333	70.769	309.2935333	1548.7027	339.7752667	99.9419	45.42826667	1851.445333	4576.927833	50.70533333	14.481	4477.701167	1960.216433	2160.738867	455.9725333
JY117	95.31144537	16.39828873	86.62553021	706.3020773	230.8042508	28.24438036	0	741.7422285	1905.428201	48.846	13.79333333	1905.428201	829.857903	828.3677587	247.2025395	216.6741333	72.6021	256.8224333	1342.631	299.269	114.6133667	37.75846667	1281.2127	3621.5832	49.81133333	13.437	3588.037767	1673.9185	1538.035133	409.6295667
JY118	94.3872622	29.31782091	275.6386575	554.7262282	210.0222367	75.78560235	0	1546.172522	2786.05033	50.11033333	13.57833333	2786.05033	724.8990927	1821.81118	239.3400576	227.0176667	90.64766667	350.9627333	1254.938333	323.9706333	130.055	39.23016667	1551.201	3968.0232	49.96	13.41766667	3828.253933	1612.011	1902.163733	453.8484667
JY119	99.44297035	44.49394135	82.05432876	750.949288	305.351499	21.77213397	0	652.2199689	1956.28413	48.04633333	14.207	1956.28413	872.1643923	734.2742976	349.8454403	126.1279	76.29063333	297.5837667	701.0334333	312.6898	122.9572333	46.66633333	1108.328867	2791.677967	47.76666667	16.288	2761.392567	950.1185667	1405.912633	435.6467667
JY120	197.1942364	75.41515625	150.0395637	1040.914299	553.4576027	40.44069206	0	946.2010546	3003.662604	50.46833333	13.055	3003.662604	1278.549227	1096.240618	628.8727589	286.4004	65.59693333	237.8886	1497.176667	409.0394667	38.97946667	34.86146667	1599.8139	4169.7569	51.702	13.863	3817.642233	1822.556533	1837.7025	509.4978667
JY121	49.10702592	11.36147912	120.4649615	399.1131453	197.5191214	36.03552878	0	894.5714565	1708.172719	52.345	14.918	1708.172719	484.2557	1015.036418	208.8806006	208.3899	31.60256667	206.5091667	1123.2802	251.0928333	82.70476667	42.94323333	1154.9086	3101.431267	52.72833333	15.78866667	3351.5869	1414.374867	1361.417767	325.6386333
JY122	90.83316426	54.8570487	399.0004961	652.9939919	436.0484402	137.2598173	26.76815177	2563.167992	4360.929103	NA	NA	4360.929103	881.0869735	2962.168488	517.6736407	196.2777333	98.7049	335.6963	1161.487367	337.7077333	136.3253667	44.6063	1481.715567	3792.521267	44.721	17.01633333	3727.723	1494.090467	1817.411867	481.0189333
JY123	576.2167817	94.81844217	434.8049829	2700.499924	686.8052868	134.1523205	12.0196949	2550.435669	7189.753102	44.26366667	14.72966667	7189.753102	3410.869026	2985.240652	793.6434239	370.3365333	121.9769333	516.6285333	1770.123067	369.1327333	166.3351333	53.30116667	2336.7093	5704.5434	44.46733333	15.958	5862.822933	2306.794733	2853.337833	544.4108333
JY124	328.2474631	33.14889836	233.0150126	1782.125951	315.4695532	75.49946775	0	1562.007489	4329.513835	42.87033333	16.36866667	4329.513835	2185.872882	1795.022502	348.6184516	266.0187333	97.14413333	441.9930333	1545.303133	321.3045	161.8125333	46.4212	1841.614433	4721.6117	44.931	16.401	4603.881833	1973.1344	2283.607467	464.8698333
JY125	317.2368963	88.04793828	230.0421154	1617.389348	576.7802385	73.97845639	0	1551.572972	4455.047965	45.074	15.82233333	4455.047965	2008.604701	1781.615088	664.8281767	168.474	115.3834	378.6476333	849.5419	485.5721333	100.0335333	56.89206667	1557.191667	3711.736333	50.69633333	14.03266667	3978.409167	1118.049433	1935.8393	657.8476
JY126	77.39161609	13.48455652	112.4271191	500.4496334	210.2177416	41.4752744	0	840.3685145	1795.814456	47.18566667	16.435	1795.814456	619.3165239	952.7956336	223.7022981	205.8618333	59.77266667	213.3357	1264.3161	313.7296	79.79553333	29.48113333	1249.4697	3415.762267	50.24633333	15.06633333	3569.726567	1549.973467	1462.8054	402.9834
JY127	370.9626825	69.01805402	230.9143179	1732.180267	438.6296391	72.54131437	2.428383146	1538.450233	4455.124891	46.928	15.661	4455.124891	2175.684263	1769.364551	510.0760763	202.5804	51.43626667	192.5361333	1219.562167	252.5231667	89.36843333	33.9633	965.2212	3007.191067	47.86533333	15.352	3044.030933	1511.511	1157.757333	337.9227333
JY128	162.5190068	51.88252215	122.1587879	958.4810774	412.7307093	35.28072419	0	884.8524461	2627.905274	48.71666667	15.38033333	2627.905274	1156.280808	1007.011234	464.6132314	120.8592667	63.93643333	134.3857667	1095.8969	330.7139667	24.25133333	20.07013333	849.9847	2640.0985	50.06666667	13.89733333	2198.900033	1241.0075	984.3704667	414.7205333
JY129	25.32160472	20.62226918	47.57075593	255.8562315	251.0502548	2.667116557	0.18973234	314.3307946	917.6087596	49.12366667	15.20366667	917.6087596	283.8449528	361.9015505	271.8622563	75.15626667	49.77046667	143.0398333	835.3384	348.9159333	49.0997	31.17766667	926.9575333	2459.4558	52.975	14.26433333	2015.573567	959.5943667	1069.997367	429.8640667
JY130	152.1221013	44.1009194	298.5005655	862.6598919	368.9705893	88.31179326	0	1781.129167	3595.795028	49.77066667	15.613	3595.795028	1103.093786	2079.629733	413.0715087	305.4367	91.50498333	414.672	1507.47245	385.4709333	133.9704667	37.831	1961.939817	4838.29835	49.28933333	16.51466667	4928.279783	1946.879617	2376.611817	514.8069167
JY131	49.25118806	41.07419334	69.37933645	401.4317671	422.6648096	8.419307192	0	459.5304259	1451.751028	45.538	18.23933333	1451.751028	459.1022624	528.9097623	463.7390029	106.2177667	66.8015	212.7305333	716.8370667	370.6541	97.3224	42.4681	872.6073333	2485.6388	51.65966667	16.392	2572.661133	920.3772333	1085.337867	479.9237
JY132	156.1971831	46.79965829	150.7770694	839.1069441	271.8942465	39.63308708	0	996.1989147	2500.607103	48.45466667	14.997	2500.607103	1034.937214	1146.975984	318.6939048	150.1900333	107.0326333	327.7662333	999.2184667	351.1886333	119.3122333	35.81573333	1336.336167	3426.860133	50.11466667	14.13266667	3511.485033	1268.720733	1664.1024	494.037
JY133	195.6453743	38.65619429	216.6802055	1261.660184	374.6886428	74.83860318	0	1565.605464	3727.774668	46.60233333	13.53033333	3727.774668	1532.144162	1782.285669	413.3448371	323.6528667	91.43206667	457.8356	1807.4707	362.2682333	154.6039	40.3409	2131.5604	5369.164667	45.45133333	16.34766667	5149.8304	2285.727467	2589.396	494.0412
JY134	34.9251938	45.35055099	89.07568749	265.290701	386.1246566	10.43922965	4.173426155	468.5781756	1303.957621	41.96	20.154	1303.957621	310.6551245	557.6538631	435.6486337	180.1083333	61.13073333	230.0008	1069.834167	350.8971	81.48126667	24.4363	1148.018867	3145.907567	45.209	17.64166667	2515.376667	1331.423767	1378.019667	436.4641333
JY135	306.9463714	79.25387455	309.934251	1446.629307	413.805556	75.43093799	0	1602.859	4234.859298	48.28066667	14.00333333	4234.859298	1829.006616	1912.793251	493.0594305	241.4203333	77.58423333	433.4899	1526.7728	304.1637667	158.5684667	29.66563333	1994.9305	4766.595633	45.21866667	17.8	4745.221367	1926.7616	2428.4204	411.4136333
JY136	66.58810369	24.79518036	112.8252976	569.1655376	220.5925774	40.78514773	0	974.085915	2008.837759	45.065	17.68566667	2008.837759	676.538789	1086.911213	245.3877578	360.9605333	82.9813	458.0356333	1958.969467	351.6623	167.2666	33.06656667	2313.998733	5726.941133	43.995	18.06666667	5798.6377	2487.1966	2772.034367	467.7101667
JY137	210.0131366	58.21364606	219.9578954	1120.779355	343.7589613	59.36090757	0	1316.328594	3328.412496	49.77466667	13.60866667	3328.412496	1390.153399	1536.286489	401.9726074	212.3540333	72.08116667	302.6798333	1453.5906	292.8331333	127.6791667	21.5517	1435.854	3918.623633	48.98266667	14.60566667	3887.8249	1793.6238	1738.533833	386.466
JY138	12.59233566	17.76984317	74.45198779	188.362119	199.1331075	15.40693357	0	560.2140933	1067.93042	50.03933333	14.131	1067.93042	216.3613883	634.6660811	216.9029507	32.6443	39.47913333	68.00026667	651.7065	217.4471	62.55886667	26.28606667	317.0825333	1415.204767	50.371	14.13633333	1397.862633	746.9096667	385.0828	283.2123
JY139	492.5747689	73.25104138	490.5511977	2295.96383	410.9636931	122.5166271	3.85569492	2414.528497	6304.205351	43.009	16.07166667	6304.205351	2911.055227	2905.079695	488.0704294	242.2341667	99.40726667	348.8925333	1704.728233	401.9757333	145.4597	25.2652	1379.3781	4347.340933	43.12	16.47566667	4045.367867	2092.4221	1728.270633	526.6482
JY140	22.093714	23.17250661	68.98610349	220.7698203	228.4685101	15.98737626	0	517.6453233	1097.123354	47.22533333	16.756	1097.123354	258.8509106	586.6314268	251.6410167	156.6799	66.2602	268.6993	1136.781833	282.4796333	118.8232333	35.0117	1477.959633	3542.695433	51.10933333	15.32233333	3286.315767	1412.284967	1746.658933	383.7515333
JY141	27.97501477	24.19696358	30.81754937	215.0061144	230.6615459	11.53783013	0	190.5853911	730.7804092	43.53366667	18.41233333	730.7804092	254.5189593	221.4029405	254.8585095	75.1418	42.6955	120.9299667	703.1756	262.4548333	79.50726667	18.2757	561.4418	1863.622467	46.5	18.901	1520.290533	857.8246667	682.3717667	323.4260333
JY142	66.52968182	14.37530198	193.2234675	521.3271204	199.1134648	75.36074515	0	1519.881803	2589.811584	47.94633333	15.40033333	2589.811584	663.2175474	1713.10527	213.4887668	114.5804	53.62113333	176.4219	981.3664667	273.2714333	72.9598	22.42216667	853.3965	2548.0398	49.82666667	15.11233333	2337.525233	1168.906667	1029.8184	349.3147333
JY143	165.9182604	78.99973649	289.4468437	927.8915807	384.9094133	19.91854027	0	1861.019081	3728.103456	40.18066667	18.88566667	3728.103456	1113.728381	2150.465924	463.9091498	188.8208667	96.45566667	397.6955333	1213.3715	468.7803333	161.6808	42.86506667	1561.220367	4130.890133	42.99933333	19.284	4136.429667	1563.873167	1958.9159	608.1010667
JY144	180.0633611	63.87640166	169.2372164	1012.792016	399.86997	45.64333457	0	1118.126189	2989.608489	49.76066667	14.921	2989.608489	1238.498712	1287.363405	463.7463716	52.1663	38.15756667	12.0458	683.4049333	193.5201	27.98973333	23.90313333	422.6400333	1453.8276	49.95066667	16.02666667	1540.6229	763.5609667	434.6858333	255.5808
JY145	106.6644045	19.44004653	134.8615212	768.8523962	261.8601611	6.128920852	0	1153.668688	2451.476139	42.56833333	16.10033333	2451.476139	881.6457216	1288.530209	281.3002076	264.0097	79.69063333	346.2189667	1557.637033	390.8041333	130.8209667	26.30866667	1447.433267	4242.923367	43.99966667	17.467	4176.2012	1952.4677	1793.652233	496.8034333
JY146	105.0070207	42.3818019	212.1701813	681.5882551	284.1628276	9.594074495	0	1282.975535	2617.879696	45.724	16.78566667	2617.879696	796.1893503	1495.145716	326.5446295	152.0053667	69.52336667	282.1482	1039.415533	306.1411333	112.6675	27.01853333	1259.6329	3248.552533	49.63133333	15.32666667	3316.556	1304.0884	1541.7811	402.6830333
JY147	30.88320537	12.30937164	45.82661239	365.6032195	209.0028033	0	0	476.2198293	1139.845041	49.92433333	14.844	1139.845041	396.4864248	522.0464417	221.3121749	203.228	19.14306667	173.4385333	1352.023933	262.1730333	73.82416667	25.2501	1107.217133	3216.297967	48.493	17.062	3506.0462	1629.0761	1280.655667	306.5662
JY148	75.59094213	22.33691047	112.6119342	555.1089688	252.1726497	4.150480429	0	811.9396591	1833.911545	48.204	14.52866667	1833.911545	634.8503914	924.5515933	274.5095602	150.6621333	48.6223	207.8926	1183.786367	252.7519333	100.3374	21.53806667	1024.5559	2990.1467	49.76833333	15.18066667	2753.014967	1434.7859	1232.4485	322.9123
JY149	157.3591386	47.40922108	178.0642002	846.2366658	335.4330681	5.220018308	0	1137.145027	2706.867339	48.99866667	14.36766667	2706.867339	1008.815823	1315.209227	382.8422892	193.9241	72.17786667	305.3390333	1052.323833	285.249	122.3530667	28.2361	1271.341	3330.944	50.30133333	14.61066667	3413.377933	1368.601	1576.680033	385.6629667
JY150	54.30112872	20.33117334	74.62368114	437.3142422	254.0232901	3.938445226	0	630.452677	1474.984638	42.25533333	18.80933333	1474.984638	495.5538162	705.0763581	274.3544635	82.19463333	42.28	147.0958	888.0656667	240.3062667	78.672	11.34486667	928.0623667	2418.0216	43.97833333	20.153	2118.386233	1048.9323	1075.158167	293.9311333
JY151	204.2901566	45.88977273	151.9862624	1154.580284	329.222509	15.92747688	0	1026.053737	2927.950199	42.724	16.76533333	2927.950199	1374.797918	1178.04	375.1122818	320.6955333	77.2498	335.4263333	1868.877167	355.9198	132.0195	17.42413333	1751.8926	4859.504867	45.17833333	16.87133333	4475.770533	2321.5922	2087.318933	450.5937333
JY152	112.3598462	52.04157029	226.7396662	729.0186621	471.238779	18.9985822	0	1520.56995	3130.967056	45.93466667	15.98566667	3130.967056	860.3770905	1747.309616	523.2803493	262.8723667	92.7743	367.8163667	1408.8811	465.5389667	120.7822667	22.70233333	1719.888333	4461.256033	43.881	18.03266667	4400.907567	1792.535733	2087.7047	581.0156
JY153	36.22341692	10.71829324	121.3040499	309.7740804	176.8876332	33.58645468	0	836.5502736	1525.044202	47.796	14.06733333	1525.044202	379.583952	957.8543236	187.6059265	253.4995	52.45456667	268.7432667	1394.1032	232.9711667	115.3774333	23.27656667	1385.225233	3725.650933	48.36166667	15.211	4063.8112	1762.980133	1653.9685	308.7023
JY154	71.07046612	29.83309378	152.9839782	582.9209122	252.4262594	50.17344121	0	1123.832403	2263.240554	54.175	12.06466667	2263.240554	704.1648195	1276.816382	282.2593532	9.0965	58.71946667	101.7613667	756.6411	357.0803	27.9596	7.440133333	642.1347	1960.833167	56.94633333	9.744266667	1782.0446	793.6972	743.8960667	423.2399
JY155	298.6388366	54.50547364	382.9876847	1594.372806	362.4277035	122.2366241	4.2603922	2289.240574	5108.670095	42.472	17.524	5108.670095	2015.248267	2672.228259	421.1935693	146.7765667	92.37543333	367.8698	1058.1984	321.7671	132.4469333	25.32543333	1545.2417	3690.001367	45.28	16.43766667	3613.3125	1337.4219	1913.1115	439.4679667
JY156	440.6944344	72.26416005	393.7167055	2076.723767	563.0435866	114.3914775	3.466159191	2154.085096	5818.385386	48.33733333	14.30166667	5818.385386	2631.809679	2547.801801	638.7739058	241.5804	77.02076667	309.6609667	1366.6058	422.2388333	123.2117	16.1145	1424.4188	3980.851767	48.12833333	15.32933333	3628.4209	1731.3979	1734.079767	515.3741
JY157	273.5010837	38.69689892	343.306505	1606.907603	340.2541017	113.4165048	4.380407398	2215.688142	4936.151246	40.417	19.884	4936.151246	1993.825191	2558.994647	383.3314081	270.3014667	52.31943333	303.8958	1656.154133	319.4706	88.799	23.2462	1988.140433	4702.327067	44.17133333	17.98333333	4505.047833	2015.2546	2292.036233	395.0362333
JY158	389.0149632	70.03401714	291.8077661	1678.756244	333.9937759	64.807727	0	1362.604154	4191.018648	49.231	10.714	4191.018648	2132.578934	1654.411921	404.027793	319.6135	99.70783333	420.1871	1693.9809	381.4079	132.8149667	18.78716667	1794.053533	4860.5529	46.67633333	14.21866667	4584.813467	2146.409367	2214.240633	499.9029
JY159	567.2154239	60.88736128	393.741617	3022.487684	552.2954884	135.6196264	10.73522166	2531.090933	7274.073356	41.06133333	17.28666667	7274.073356	3725.322735	2924.83255	623.9180714	345.0503333	72.27813333	403.7207333	1895.1845	350.7057	132.3552333	11.7001	1615.630133	4826.624867	42.509	18.01066667	4473.5524	2372.590067	2019.350867	434.6839333
JY160	39.34094913	30.69037525	93.5675044	318.302621	240.6438348	23.59286331	8.002403452	656.3265398	1410.467091	48.15633333	15.29366667	1410.467091	381.2364334	749.8940442	279.3366135	200.5983	11.0419	40.51203333	1154.723067	329.1518	7.570033333	0.967033333	59.4646	1804.028767	45.56233333	17.42466667	1596.500667	1362.8914	99.97663333	341.1607333
JY161	174.8967935	64.58387949	348.1066134	914.3786772	360.3394108	85.40748558	0	1784.577307	3732.290167	45.13966667	16.644	3732.290167	1174.682956	2132.683921	424.9232903	212.7672667	72.7486	355.5890667	1260.618733	383.4907333	128.6937333	14.94453333	1465.0206	3893.873267	46.51833333	16.54366667	3859.472333	1602.079733	1820.609667	471.1838667
JY162	62.10372397	20.7798417	73.59355389	495.9804397	238.1772687	17.87315736	0	571.0176778	1479.525663	51.27266667	13.84466667	1479.525663	575.9573211	644.6112317	258.9571104	183.6092667	61.4351	285.8703	1180.8786	334.9200333	111.1345333	6.302933333	1135.292067	3299.442833	46.30566667	16.77766667	3138.8073	1475.6224	1421.162367	402.6580667
JY163	140.3861862	36.30836515	179.8494024	845.7012821	324.731349	56.43619823	0	1277.446637	2860.85942	48.00966667	15.47366667	2860.85942	1042.523667	1457.29604	361.0397142	112.1033	55.90926667	152.2671333	1021.004733	394.5378667	51.3338	5.1359	888.0031	2680.2951	50.038	14.72066667	2377.271	1184.441833	1040.270233	455.5830333
JY164	252.2769106	35.45687528	275.199068	1362.332391	337.7088131	85.06178643	1.537390069	1761.508959	4111.082194	45.595	15.569	4111.082194	1699.671088	2036.708027	374.7030785	319.1070333	94.05133333	434.2312667	1643.866767	384.2815	143.2961	22.9661	2032.9424	5074.7425	44.36766667	16.66333333	5159.0469	2106.2699	2467.173667	501.2989333
JY165	264.2945035	67.42232488	440.9132806	1486.581043	467.9779906	121.4822028	5.361064074	2391.66271	5245.695119	41.89333333	17.62433333	5245.695119	1872.357749	2832.57599	540.7613795	281.8927	84.55426667	449.7536	1628.108067	475.9885667	143.9106667	21.55333333	1923.676567	5009.437767	43.286	18.092	5249.293967	2053.911433	2373.430167	582.0961667
JY166	124.6147393	36.97113255	196.3267197	886.8547755	381.1543712	59.74604364	0	1278.03767	2963.705452	48.869	13.088	2963.705452	1071.215558	1474.36439	418.1255038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JY167	73.19856378	18.58672161	157.1310471	540.1814236	193.3387817	56.64423723	0	1213.522032	2252.602807	48.399	13.858	2252.602807	670.0242246	1370.653079	211.9255033	140.0342333	76.45066667	189.1995	1062.9423	364.628	44.0865	17.93736667	1164.611467	3059.890033	48.36066667	14.47133333	3067.089167	1247.063033	1353.810967	459.0160333
JY168	140.8920795	37.96896696	189.3507361	976.1739746	242.2929447	64.67153254	0	1345.946345	2997.29658	54.23966667	11.10266667	2997.29658	1181.737587	1535.297081	280.2619116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
JY169	231.5484862	37.2072035	199.0145844	1324.822497	315.4330576	62.16265559	0	1339.73311	3509.921594	44.819	16.53166667	3509.921594	1618.533639	1538.747694	352.6402611	177.7982	57.2132	240.8681	928.3596667	285.3385333	97.182	15.76493333	1205.843167	3008.3678	47.316	17.405	3161.0941	1203.339867	1446.711267	358.3166667
JY170	71.27061805	19.34042855	140.7232101	523.2282746	232.8254579	44.19221038	0	977.9946204	2009.57482	47.995	15.84466667	2009.57482	638.691103	1118.71783	252.1658864	118.1833333	28.03493333	83.3259	903.9233333	226.3919	1.2709	18.4286	917.3671	2296.926	47.89866667	16.13733333	2532.8903	1023.377567	1000.693	272.8554333
JY171	234.8604261	51.43222838	403.8176823	1362.793206	462.0497822	116.0009601	2.62673452	2290.829631	4924.410651	45.024	15.05566667	4924.410651	1713.654592	2694.647314	516.1087451	437.9853333	109.0072333	558.5968	1985.628333	477.6467	133.2798333	18.90566667	2572.2435	6293.2934	44.073	15.69766667	6307.563167	2556.8935	3130.8403	605.5596
