Glyma2.0	root	stem	flower	root_hairs	leaves	nodules	pod	seed	shoot_apical_meristem
Glyma.15g249500	0	0	0	0	0	0	0	0	0
Glyma.15g249600	0	0	0	0	0	0	0	0	0
Glyma.15g249700	3.29	0.09	0.93	0.08	0.3	1.6	0.77	0.93	0.3
Glyma.15g249800	6.51	0.49	0.55	1.58	2.14	2.05	0.1	0	0.94
Glyma.15g249900	22.19	18.58	17.06	22.53	9.8	35.2	24.7	37.21	16.96
Glyma.15g250000	0.6	0.18	0.7	0.41	0.16	0.86	0.39	0.64	0.26
Glyma.15g250100	2.09	10.4	18.02	5.12	2.76	1.08	2.4	0.72	0.73
Glyma.15g250200	0.11	0.52	2.32	0.05	1.15	0	0.95	0.4	6.14
Glyma.15g250300	0.88	2.5	1.35	2.08	0.99	0.86	3.06	2.25	3.71
Glyma.15g250400	6.57	8.39	5.74	8.46	9.3	6.05	6.52	6.29	6.04
Glyma.15g250500	19.47	31.95	13.01	62.14	80.94	34.71	65.48	66.98	43.5
Glyma.15g250600	1.5	1.69	0.78	1.82	1.18	1.6	1.81	2.17	2.33
Glyma.15g250700	0.06	0.06	0.26	0.29	0.1	0.32	0.1	0.19	0.28
Glyma.15g250800	0.61	21.81	42.84	0.17	251.01	1.62	28.18	13.06	58.55
Glyma.15g250900	0	0	0	0	0	0	0	0	0.15
Glyma.15g251000	7.75	5.84	2.72	5.81	3.71	5.53	5.47	6.9	5.2
Glyma.15g251100	8.42	8.29	5.76	10.55	10.54	8.75	9.87	10.59	8.16
Glyma.15g251200	0	0.02	0.02	0.1	0.3	0.1	0.11	0.02	0.1
Glyma.15g251300	0	0	0	16.49	0.02	14.57	0	0	0
Glyma.15g251400	0.33	0.07	0.32	0	0	0	2.67	0	1.21
Glyma.15g251500	32.2	51.37	181.31	21.13	261.66	20.65	11.62	18.42	18.1
Glyma.15g251600	48.83	48.15	220.28	47.73	42.07	34.68	24.63	55.5	59.85
Glyma.15g251700	1.21	0.05	1.13	0.47	0.17	0.37	0.04	1.67	0.09
Glyma.15g251800	12.82	0.26	0.35	5.51	0.15	17.95	0.21	0.08	0
Glyma.15g251900	5.12	51.35	157.42	8.21	57.92	9.72	44.13	29.83	13.86
Glyma.15g252000	3.23	0.12	0.29	1.06	0.11	1.28	0.12	0.26	0.04
Glyma.15g252100	0.07	0	0	0	0	0	0.25	2.02	0
Glyma.15g252200	12.53	12.39	141.5	10.39	7.87	20	3.33	1.32	4.29
Glyma.15g252300	0	0	6.77	0	0	0	0	0	0
Glyma.15g252400	0	0	1.56	0.23	0	0	0	0	0.13
Glyma.15g252500	0.76	0.09	0	0.12	0	0.05	0	0	0.05
Glyma.15g252600	0.05	1.51	0.24	0.1	0.85	0.1	0.19	0.06	0.66
Glyma.15g252700	0.66	0.24	0.12	0.85	0.05	0.26	0.07	0	0.1
Glyma.15g252800	1.25	2.86	0.99	1.61	0.06	2.15	1.56	1.87	7.78
Glyma.15g252900	0	0	0.05	0	0	0	0	0.08	0
Glyma.15g253000	1.68	6.55	7.66	2.81	38.42	2.11	7.45	7.75	8.82
Glyma.15g253100	6.53	7.08	8.86	6.74	8.31	7.73	7.16	7.74	6.41
Glyma.15g253200	14.2	14.15	14.21	12.54	18.77	7.29	8.64	6.81	13.4
Glyma.15g253300	4.65	10.74	10.36	6.83	4.85	6.68	11.24	8.22	10.22
Glyma.15g253400	0	0.77	3.3	0	0.17	0	4.63	0	2.37
Glyma.15g253500	0.36	2.31	2.36	0.18	3.73	0.51	1.2	0.52	0.12
Glyma.15g253600	0	0	0	0	0	0	0	0	0
Glyma.15g253700	46.24	325.02	239.71	40.44	839.24	19.29	260.06	605.5	523.99
Glyma.15g253800	4.51	6.89	12.19	8.42	13.47	8.05	8.91	12.21	9.71
Glyma.15g253900	0.58	0.91	0.32	0.07	0.78	0.47	0.47	0.38	0.55
Glyma.15g254000	50.82	10.67	37.94	12.9	25.11	28.99	1.28	0.08	3.05
Glyma.15g254100	4.74	7.48	2.82	11.63	10.77	6.55	4.32	6.85	6.81
Glyma.15g254200	0	0.09	0.19	0.26	0.05	0.95	0.35	0.69	0.09
Glyma.15g254300	0.02	0.05	0.06	0.01	0.01	0.01	0.08	0.07	0
Glyma.15g254400	3.56	1.07	4.67	9.1	3.4	4.51	1.98	9.78	6.58
Glyma.15g254500	6.23	4.93	3.73	6.56	3.08	6	3.5	3.21	5.38
Glyma.15g254600	20.91	17.34	17.84	17.99	18.31	19.93	16.45	20.29	16.8
Glyma.15g254700	0	0	0	0.03	0	0	0	0.03	0
Glyma.15g254800	0.69	0.71	0.46	0.79	1.2	0.77	0.66	0.58	0.62
Glyma.15g254900	0.58	0.73	0.74	1.11	2.39	0.57	1.41	3.01	2.35
Glyma.15g255000	2.63	2.51	4.45	2.9	2.62	3.05	3.01	3.57	2.84
Glyma.15g255100	7.43	9.42	6.9	9.51	11.23	6.89	10.89	7.63	8.29
Glyma.15g255200	9.09	11.73	17.07	9.34	14.24	10.02	13.95	15.73	12.3
Glyma.15g255300	5.13	18.51	7.23	13.44	10.51	16.54	16.79	18.78	17.26
Glyma.15g255400	8.34	25.43	13.27	25.2	21.22	18.29	21.77	19.72	24.26
Glyma.15g255500	0.18	0.2	0.06	0.25	0.3	0.19	0.15	0.35	0.29
Glyma.15g255600	2.42	2.23	3.64	2.8	3.32	2.38	3.11	3.36	2.15
Glyma.15g255700	12.09	0	2.03	0.86	5.31	3.34	4.14	6.67	3.65
Glyma.15g255800	3.58	8.93	22.67	3.25	15.39	3.84	6.27	4.87	10.86
Glyma.15g255900	26.77	24.48	14.06	36.14	20.02	26.64	23.08	23.48	20.3
Glyma.15g256000	14.36	1.4	36.57	3.98	5.27	5.23	0.27	0.39	0.15
Glyma.15g256100	0	0	0	0	0	0	0	0	0
Glyma.15g256200	0.77	0	2.16	0.19	0.46	0.52	0.17	0.04	0
Glyma.15g256300	91.55	14.33	50.71	26.95	11.95	34.19	5.69	1.25	2.46
Glyma.15g256400	0.5	0.83	3.93	0.87	0.7	0.29	1.63	0.09	1.25
Glyma.15g256500	20.34	18.35	22.86	13.25	13.18	12.35	26.06	10.88	19.56
Glyma.15g256600	4.5	6.89	7.52	3.48	3.11	4.04	11.85	6.02	5.38
Glyma.15g256700	9.23	5.99	8.67	6.43	6.85	6.93	6.7	8.04	5.32
Glyma.15g256800	0.02	0	0	0.01	0	0.01	0.03	0.02	0.01
Glyma.15g256900	0.36	0.61	5.71	0.03	0.07	0.05	3.98	0.27	61.77
Glyma.15g257000	0	0	0	0	0	0	0	0	0
Glyma.15g257100	153.46	129.15	92.05	263.19	143.42	169.14	124.94	239.27	144.33
Glyma.15g257200	0	0	0.36	0	0	0	0	0	0
Glyma.15g257300	20.5	36.34	67.33	7.89	64.47	6.97	36.29	12.02	5.93
Glyma.15g257400	0	0	0	0	0	0	0	0	0
Glyma.15g257500	8.1	8.61	19.26	6.32	18.82	10.62	8.49	6.97	13.58
Glyma.15g257600	0.7	11.47	45.71	1.8	19.79	5.71	3.24	9.69	17.04
Glyma.15g257700	0.77	0	0.67	0.14	1.48	0.35	0.01	0	0
Glyma.15g257800	0	0	0.43	0	0.02	0	0.28	0.62	0.12
Glyma.15g257900	0	0	0	0	0	0	0.02	0	0
Glyma.15g258000	0.01	0	0	0	0	0	0	0	0
Glyma.15g258100	5.21	12.2	0.71	1.67	1.89	2.77	7.9	0.02	0.32
Glyma.15g258200	0.03	2.36	0.87	0.18	0.03	0.09	0.08	0.01	0.83
Glyma.15g258300	4.3	5.96	8.99	4.3	8.32	5.44	6.4	6.88	6.91
Glyma.15g258400	0.05	0.21	0.1	0.01	1.95	0.07	0	0	0.08
Glyma.15g258500	5.46	4.2	3.41	3.05	4.95	3.86	2.35	1.56	2.28
Glyma.15g258600	0.44	0	0.15	0.03	0	0	0.23	2.15	1.22
Glyma.15g258700	0	0	0	0	0	0	0	0	0
Glyma.15g258800	2.77	9.51	8.23	11.58	11.76	18.08	18.29	3.62	5.7
Glyma.15g258900	0	0	0	0	0	0	0	0	0
Glyma.15g259000	0	0	0	0	0	0	0	0	0
Glyma.15g259100	23.27	14.26	19.37	9.31	17.19	8.79	13.52	10.49	17.11
Glyma.15g259200	67.9	62.26	46.69	52.3	43.7	54.83	49.33	52.83	47.83
Glyma.15g259300	0.18	0.18	0	0.08	0.29	0.09	0.05	0.33	0.36
Glyma.15g259400	0.8	3.69	5.99	0.82	1.08	1.56	4.38	0.37	3.65
Glyma.15g259500	0.06	0.03	0.21	0	0.03	0.02	0.01	0.08	0.05
Glyma.15g259600	1.25	3.95	6.52	2.36	21.58	1.99	6.66	9.39	9.63
Glyma.15g259700	0	0.07	0.11	0.02	0.57	0.1	0.15	0.14	0.24
Glyma.15g259800	5.59	3.25	3.74	3.27	5.86	5.42	4.12	3.95	5
Glyma.15g259900	0	0	0	0	0.03	0	0	0	0
Glyma.15g260000	34.73	35.68	21.88	29.03	21.28	22.69	27.12	20.43	24.27
Glyma.15g260100	1.27	1.59	0.31	1.19	1.74	1.04	1.12	2.09	2.53
Glyma.15g260200	0	0	0	0	0	0	0	0	0
Glyma.15g260300	24.02	38.27	18.13	34.55	29.86	54.1	52.75	130.05	30.76
Glyma.15g260400	0	0	0	0.06	0	0	0	0	0
Glyma.15g260500	0	0	0	0	0	0	0	0	0
Glyma.15g260600	0.62	0	0	7.32	0	68.68	0.01	0	0
Glyma.15g260700	0.03	0	0	27.82	0	239.27	0.02	0	0
Glyma.15g260800	3.33	1.99	1.37	1.44	4.71	1.75	1.27	0.24	2.5
Glyma.15g260900	0.08	0	0	26.86	0	65.38	0	0	0
Glyma.15g261000	0	0	0	0.22	0	1.97	0	0	0
Glyma.15g261100	13.07	7.99	10.93	9.28	5.01	9.51	6.43	6.6	8.92
Glyma.15g261200	36.59	41.11	25.98	21.23	33.52	34.07	36.07	16.29	14.1
Glyma.15g261300	13.49	13.37	22.2	8.14	11.22	13.96	10.15	12.35	15.69
Glyma.15g261400	2.28	1.01	9.37	0	3.81	4.16	1.16	0.93	4.65
Glyma.15g261500	0	0	0.12	3.49	0	1.28	0	0	0
Glyma.15g261600	1.66	3.73	1.22	3.26	4.55	2.2	2.27	1.07	2.27
Glyma.15g261700	0	1.6	0.81	0.89	0.58	1.32	0.72	0.24	1.66
Glyma.15g261800	1.12	1.57	1.83	1.23	2.97	1.48	2.22	1.81	2.2
Glyma.15g261900	10.64	57.6	29.18	19.5	210.25	9.25	104.56	129.84	112.11
Glyma.15g262000	0	0	0	0	0	0	0	0	0
Glyma.15g262100	129.06	134.6	86.25	215.33	144.16	149.51	148.04	176.09	158.35
Glyma.15g262200	25.19	28.47	29.52	20.34	29.59	19.77	22.42	16.06	21.71
Glyma.15g262300	0.57	0.43	3	0.51	3.9	0.04	4.56	25.59	6.35
Glyma.15g262400	0.61	0.49	0.88	0.86	0.06	0.67	1.34	6.5	2.21
Glyma.15g262500	9.27	13.62	5.95	15.3	13.82	9.23	10.31	16.39	13.77
Glyma.15g262600	0.67	1.61	3.02	0.64	25.47	0.62	2.37	3.58	2.04
Glyma.15g262700	0	0	0	0	0	0	0	0	0
Glyma.15g262800	0.28	4.74	0.56	9.5	0.26	27.51	6.9	9.72	0.64
Glyma.15g262900	0	0	0	0	0	0	0	0	0
Glyma.15g263000	0.08	1.72	2.24	1	0.11	0.95	0.64	0.06	0.47
Glyma.15g263100	9.43	10.31	5.06	99.04	12.94	118.57	12.81	19.7	9.8
Glyma.15g263200	12.84	10.68	5.47	12.02	10.5	9.16	6.85	6.46	9.13
Glyma.15g263300	0.14	0.4	0.29	0.24	0.22	0.37	0.66	1.43	0.54
Glyma.15g263400	41.51	39.96	41.2	30.85	26.39	35.1	50.21	72.5	35.31
Glyma.15g263500	14.44	10.84	8.74	14.23	16.56	16.82	14.73	57.56	10.29
Glyma.15g263600	65.77	0.87	5.16	15.07	2.38	12.48	2.77	0.22	2.05
Glyma.15g263700	0.31	4.93	9.76	1.28	6.9	2.21	2.84	1.95	2.18
Glyma.15g263800	0.59	27.04	1.34	4.47	3.3	5.16	10.69	0.65	4.54
Glyma.15g263900	0	0	0	0	0	0	0	0	0
Glyma.15g264000	0.22	0.09	0.06	0.14	0	0.37	0	0	0
Glyma.15g264100	0.18	0.1	0.04	0.63	0.08	0.41	0.03	0.12	0.25
Glyma.15g264200	6.71	0.08	0.98	0.2	1.07	0.23	0.03	0	0
Glyma.15g264300	9.93	0	0.01	0.33	0.11	2.47	0	0	0
Glyma.15g264400	196.4	0	0	1.84	0	1.49	0	0	0
Glyma.15g264500	6.61	4.26	1.61	8.28	4.63	7.16	3.23	6.03	5.12
Glyma.15g264600	0.42	1.45	0.06	1.82	0.27	0.81	0.19	0.31	0.31
Glyma.15g264700	0	0	0	0	0	0	0	0	0
Glyma.15g264800	0.69	0.64	0.39	1.15	1	1.74	0.86	0.8	1.11
Glyma.15g264900	0	0	0	0	0	0	0	0	0
Glyma.15g265000	1.44	1.3	0.64	2.16	1.86	3.06	1.33	1.89	2.7
Glyma.15g265100	0	0	0	0	0	0	0	0	0
Glyma.15g265200	16.42	8.89	8.59	33.96	6.62	9.37	8.38	5.43	19.66
Glyma.15g265300	4.37	6.45	9.8	8.14	9.75	8.55	9.14	10.09	10.82
Glyma.15g265400	77	11.45	21.86	19.43	24.47	15.55	11.31	18.42	10.24
Glyma.15g265500	84.31	9.75	17.69	3.64	0.73	4.01	3.37	0.65	0.8
Glyma.15g265600	0.53	0.79	2.37	1.43	3.42	1.05	1.77	3.63	2.24
Glyma.15g265700	0	0	0.05	0	0	0	0	0	0
Glyma.15g265800	0.11	0	0.13	0.05	0.18	0	0	0	0.37
Glyma.15g265900	4.36	4.19	5.64	34.75	0.15	25.02	0.16	0.06	0.13
Glyma.15g266000	0	0.11	2.42	0	0	0	0	0.21	0.34
Glyma.15g266100	36.2	37.01	27.88	40.15	8.12	59.05	52.36	46.38	25.21
Glyma.15g266200	0.41	0	0	0	0	0	0.11	0	0
Glyma.15g266300	7.39	3.32	4.66	10.43	0.64	2.11	1.62	0.5	1.64
Glyma.15g266400	0.94	0	0.02	2.7	0.05	2.62	0	0	0.03
Glyma.15g266500	13.9	0.02	0	4.61	0	2.88	0.02	0.54	0.03
Glyma.15g266600	9.9	8.73	15.57	37.04	8.92	36.75	13.4	11.03	12.68
Glyma.15g266700	12.6	8.5	9.51	8.88	7.58	9.11	7.12	6.19	5.24
Glyma.15g266800	4.83	0.02	1.28	0.15	0.02	0.19	0	0.02	0.01
Glyma.15g266900	4.94	6.28	3.43	3.86	4.89	4.82	5.04	4.27	5.35
Glyma.15g267000	103.72	24.57	8.67	149.91	1.99	66.3	27.24	15.12	54.95
Glyma.15g267100	35.36	24.65	9.27	66.88	20.65	29.34	20.47	27.71	24.99
Glyma.15g267200	1.31	6.13	1.52	1.6	1.03	3.06	7.45	1.16	2.52
Glyma.15g267300	0.15	0.6	0.16	0.16	0.1	0.39	0.31	0.04	0.09
Glyma.15g267400	0.07	0.01	0.29	0.02	0.01	0.28	2.11	7.18	0.47
Glyma.15g267500	0.32	0.21	2.54	0.77	0.11	0.61	0.56	0.57	0.63
Glyma.15g267600	0.25	12.5	0.29	0.51	0.27	1.27	5.97	7.1	1.36
Glyma.15g267700	5.29	5.06	17.33	4.19	16.24	6.33	1.88	2.61	0.64
Glyma.15g267800	0	0	0	0	0	0	0	0	0
Glyma.15g267900	4.66	19.68	8.78	41.69	19.36	45.18	3.81	3.47	4.47
Glyma.15g268000	2.01	2.4	10.35	2.89	5.04	2.53	3.2	3.23	3.48
Glyma.15g268100	22	23.7	43.41	23.65	24.47	25.9	37.82	22.17	27.43
Glyma.15g268200	22.76	1.76	48.65	3.49	14.22	4.37	0.13	0.02	0.02
Glyma.15g268300	6.77	0.14	0.02	0.36	0.12	0.86	0.06	0.02	0.07
Glyma.15g268400	4.87	1.68	2.89	1.73	6.01	3.43	3.13	2.89	0.99
Glyma.15g268500	46.55	24.18	17.27	42.12	32.88	31.74	27.4	18.7	20.37
Glyma.15g268600	0	0	0	0	0	0	0	0	0
Glyma.15g268700	21.02	24.52	25.48	15.75	13.97	14.98	14.2	13.86	16.37
Glyma.15g268800	5.04	14.22	42.27	11.28	20.74	15.99	9.86	2.92	7.85
Glyma.15g268900	0.28	0.83	1.85	0.48	1.93	0.72	1.26	1.28	0.51
Glyma.15g269000	0	0	0	0	0	0	0	0	0
Glyma.15g269100	1.15	3.2	6.52	1.38	5.6	3.12	6.09	2.15	3.24
Glyma.15g269200	1.87	3.13	2.59	2.98	3.51	3.57	3.16	2.4	3.85
Glyma.15g269300	6	11.15	7.87	9.41	6.6	9.88	13.01	25.83	11.14
Glyma.15g269400	0	0	0	0	0	0	0	0	0
Glyma.15g269500	11.36	11.09	6.39	12.72	11.7	10.56	9.67	14.53	12.61
Glyma.15g269600	3.96	6.55	8.95	3.75	8.2	3.31	4.03	2.4	6.06
Glyma.15g269700	1.16	1.26	0.89	1.41	0.88	2.03	1.69	2.65	3.56
Glyma.15g269800	27.99	15.83	10.72	13.81	11.33	9.28	14.57	9.11	10.54
Glyma.15g269900	17.56	25.55	18.24	15.89	19.39	16.1	20.98	17.55	15.69
Glyma.15g270000	8.81	0.83	6.03	6.22	15.54	6.5	0.96	0.68	0.18
Glyma.15g270100	76.25	1.66	11.83	22.9	13.36	15.76	2.61	4.83	0.76
Glyma.15g270200	2.67	2.41	1.15	3.68	2.57	4.24	1.82	2.28	2.9
Glyma.15g270300	0	0	0	0	0	0	0	0	0
Glyma.15g270400	25.23	1.98	8.36	2.61	1.04	3.3	1.88	0.61	6.15
Glyma.15g270500	0.18	0	0	0	0	0.05	0.08	0	0
Glyma.15g270600	0	0	0	0	0	0	0	0	0
Glyma.15g270700	0	0	0	0	0	0	0	0	0
Glyma.15g270800	0	0	0	0	0	0	0	0	0
Glyma.15g270900	8.16	22.73	0.02	35.71	0.07	1.69	0	0	15.32
Glyma.15g271000	142.59	205.53	0.09	439.85	0.7	11.89	0	0.03	205.84
Glyma.15g271100	0	0	0.01	0	0	0	0	0	0
Glyma.15g271200	4.23	3.74	3.84	4.57	29.87	2.77	4.53	8.58	20.79
Glyma.15g271300	143.25	115.44	49.44	203.66	100.91	142.36	95.22	323.61	129.26
Glyma.15g271400	0.08	0.16	0.06	0.4	0.07	0.27	0.17	0.08	0.1
Glyma.15g271500	8.84	7.17	5.18	13.18	14.48	14.34	9.11	11.62	9.33
Glyma.15g271600	0	0.1	19.32	0	0	0	0.03	0	0.1
Glyma.15g271700	67.09	71.33	74.19	59.75	71.31	65	52.87	58.05	44.87
Glyma.15g271800	5.6	9.33	8.71	16.11	17.24	9.97	8.28	8.97	8.21
Glyma.15g271900	11.46	1.06	5.91	1.49	25.38	1.95	0.19	0.12	1.53
Glyma.15g272000	34.77	24.47	40.61	24.84	27.36	21.45	20.17	22.02	21.78
Glyma.15g272100	0.25	0.25	0.29	0.37	0.59	0.54	0.34	0.42	0.25
Glyma.15g272200	0.52	0	0.29	0.19	0.75	0	0.03	0	0
Glyma.15g272300	58.2	29.44	78.09	40.32	37.24	47.94	21.51	29.5	25.4
Glyma.15g272400	11.54	10.14	12.26	8.18	15.94	9.45	9.6	10.94	8.05
Glyma.15g272500	440.17	0	0.59	39.3	0	19.95	0	0	7.03
Glyma.15g272600	626.09	61.2	10.43	76.05	8.46	39.3	7.77	3.35	14.7
Glyma.15g272700	123.43	19.81	54.88	32.38	9.03	12.5	1.4	0.57	18.47
Glyma.15g272800	149.84	32	21.69	51.24	20.71	65.68	6.48	1.37	96.13
Glyma.15g272900	6.72	7.9	11.55	7.1	9.09	8.94	8.63	11.19	7.07
Glyma.15g273000	18.62	20.02	32.76	18.63	16.49	25.27	23.01	30.9	16.88
Glyma.15g273100	0	0	0	0	0	0.23	0	0	0
Glyma.15g273200	0.12	0.37	0.27	0.46	0.92	0.47	0.43	0.48	0.67
Glyma.15g273300	0.62	6.3	7.26	0.87	24.73	0.71	9.91	16.36	19.31
Glyma.15g273400	0.3	0.44	0.01	0.08	0.06	0.02	1.2	0.35	0.71
Glyma.15g273500	3.39	2.6	2.3	2.46	2.16	3.6	3.43	5.15	5.51
Glyma.15g273600	372.81	167.61	62.37	388.41	139.3	221.25	96.28	68.58	121.36
Glyma.15g273700	2.76	4.34	0.48	3.05	0.15	3.58	1.72	2.72	5.87
Glyma.15g273800	2.76	0.25	0.56	0.63	0.44	0.23	0.3	0.29	0.48
Glyma.15g273900	154.28	90.87	78.12	128.39	75.08	111.86	65.27	126.98	75.55
Glyma.15g274000	2.08	5.49	3.03	2.45	2.53	3.23	3.72	1.57	3.98
Glyma.15g274100	0	0	0	0.14	0	0.08	0	0	0
Glyma.15g274200	7.34	11.56	0.06	30.13	0.09	55.57	9.82	0.13	0.12
Glyma.15g274300	14.32	53.17	1.61	46.65	26.72	92.59	3.27	0.03	9.59
Glyma.15g274400	0.7	13.58	0.1	4.63	0.28	6.5	0.77	0.09	0.83
Glyma.15g274500	0	0	0	0	0	0	0	0	0
Glyma.15g274600	0.75	17.9	5.55	2.61	0.08	12.63	4.84	2.57	1.44
Glyma.15g274700	0.42	0.26	0.85	0.46	0.41	0.18	0.19	0.55	0.35
Glyma.15g274800	23.02	18.3	20.37	22.3	20.62	14.24	19.77	15.9	26.96
Glyma.15g274900	0	0	0	0	0	0	0	0	0
Glyma.15g275000	78.22	55.41	14.28	69.93	5.69	49.35	40.26	14.43	25.45
Glyma.15g275100	0.85	0.6	0.98	0.96	0.08	0.49	0.34	8.32	5.95
Glyma.15g275200	0	0.01	0	0	0	0	0	0	0
Glyma.15g275300	3.55	5.55	3.15	4.68	6.57	4.45	5.13	6.37	8.02
Glyma.15g275400	0	0.04	7.57	0.03	0.38	0.44	0.02	0	0
Glyma.15g275500	2.08	1.75	1.98	3.06	0.59	2.8	1.86	3.62	4.78
Glyma.15g275600	22.27	77.94	71.25	12.36	201.17	5.91	117.64	169.65	231.74
Glyma.15g275700	2.07	11.53	17.9	0.46	70.38	0.88	25.78	27.24	73.14
Glyma.15g275800	0	0	0.07	0	0.39	0.12	0	0.11	0.37
Glyma.15g275900	1.97	5.07	2.96	1.71	28.92	0.57	9.26	5.01	18.08
Glyma.15g276000	2.56	3.92	1.27	6.33	0.1	7.37	3.78	4.75	14.13
Glyma.15g276100	29.31	25.31	5.92	58.59	2.56	20.72	38.52	13.88	43.82
Glyma.15g276200	1.39	0.73	0.45	2.26	3.8	1.39	1.53	2.18	2.12
Glyma.15g276300	28.82	10.85	4.27	59.77	15.5	35.13	16.35	14.65	5.23
Glyma.15g276400	3.73	1.83	3.37	13.15	17	40.9	4.21	3.5	2.79
Glyma.15g276500	1.82	0.27	0.1	2.04	0.19	1.32	0.15	0.43	0.12
Glyma.15g276600	0	0	0	0	0	0	0	0	0
Glyma.15g276700	4.51	19.49	17.84	6.82	60.29	6.14	13.85	9.84	13.68
Glyma.15g276800	0.85	2.07	2.12	2.46	2.63	2.46	3.01	4.58	4.38
Glyma.15g276900	0.19	0.13	0.38	0.26	0.27	0.32	0.33	0.22	0.68
Glyma.15g277000	0	0	0	0	0	0	0	0	0
Glyma.15g277100	0.12	0.13	0.31	0.37	0.41	0.31	0.29	0.62	0.24
Glyma.15g277200	1.74	0.48	1.07	1.19	1.8	1.32	0.73	0.45	0.24
Glyma.15g277300	0.53	0	0.34	0.21	0.56	0.79	0.4	0.86	0.17
Glyma.15g277400	0.1	0.15	0.15	0.2	0.28	0.27	0.23	0.49	0.32
Glyma.16g000100	0.73	0.26	0.14	0.3	0.37	0.44	0.17	0.38	0.24
Glyma.16g000200	23.9	24.63	25.34	12.72	20.13	9.66	27.64	9.89	31.49
Glyma.16g000300	6.26	9.95	11.05	9.83	10.45	7.98	11.32	17.59	11.34
Glyma.16g000400	0	0	0	0	0	0	0	0	0
Glyma.16g000500	5.91	6.18	9.91	6.43	7.8	7.56	6.36	7.01	7.51
Glyma.16g000600	0	0	0	0	0	2.82	0	0.59	0
Glyma.16g000700	1.17	1.52	1.51	1.72	2.28	1.87	2.51	1.27	2.21
Glyma.16g000800	0.45	0.37	0.74	0.77	0.84	1.05	0.64	0.72	0.66
Glyma.16g000900	0	0.64	0.66	0	1.57	0.68	0.38	0	1.08
Glyma.16g001000	1.88	3.45	2.87	6.76	6.96	4.3	5.17	4.29	4.06
Glyma.16g001100	2.21	3.07	11.87	2.75	9.08	5.83	4.4	2.77	2.09
Glyma.16g001200	0	0.07	41.38	0.04	0	0.05	0.06	0.02	0.02
Glyma.16g001300	25.3	21.3	11.84	20.56	18.39	23.11	24.86	30.72	20.61
Glyma.16g001400	0.29	0.72	0.55	0.59	0.58	0.5	0.4	0.61	0.56
Glyma.16g001500	0.09	0.64	0.09	0.42	0.14	0.51	0.54	0.37	0.33
Glyma.16g001600	0.92	39.48	0.62	5.5	1.26	7.63	25.52	0.72	1.96
Glyma.16g001700	21.96	46.44	20.23	30.55	26.87	39.41	34.33	35.76	29.82
Glyma.16g001800	24.72	35.53	11.82	30.23	14.12	21.82	20.87	27.49	15.31
Glyma.16g001900	96.34	88	41.88	149.2	76.17	106.03	93.12	232.81	91.62
Glyma.16g002000	6.34	2.54	3.44	2.02	3.32	2.26	1.68	1.93	2.1
Glyma.16g002100	1.33	1.23	0.76	0.26	0.73	0.38	0.33	0.63	0.77
Glyma.16g002200	0	0	0	0	0.05	0	0.03	0.09	0
Glyma.16g002300	10.01	10.64	18.62	7.86	13.38	8.9	11.24	13.24	10.11
Glyma.16g002400	26.24	35.27	24.37	24.11	17.87	27.86	36.96	36.76	26.79
Glyma.16g002500	21.08	24.24	25.42	45.04	134.83	26.24	49.15	35.81	42.27
Glyma.16g002600	0.54	0.42	5.38	0.32	0.29	0.29	0.32	0.16	0.23
Glyma.16g002700	10.86	9.79	8.55	6.43	5.89	7.14	9.15	2.16	3.07
Glyma.16g002800	6.53	4.91	4.72	5.68	4.88	4.18	5.97	6.38	5.65
Glyma.16g002900	0.77	19.61	0.07	3.78	0.04	3.76	0.42	0.1	3.44
Glyma.16g003000	9.66	18.1	11.1	10.71	12.85	10.38	11.81	14.27	11.94
Glyma.16g003100	5.85	3.37	2.91	5	3.35	5.36	3.88	6.92	4.04
Glyma.16g003200	7.01	11.81	13.52	7.44	9.85	11.32	13.06	6.42	9.47
Glyma.16g003300	1.71	4.97	2.45	5.26	2.86	10.64	5.16	2.75	4.26
Glyma.16g003400	0.15	0.16	0.03	0.3	0.28	0.68	0.29	0.31	0.64
Glyma.16g003500	1.33	0.97	0.26	0.28	0.02	0.22	8.55	5.51	1.01
Glyma.16g003600	8.72	11.3	9.72	15.06	8.85	9.37	13.24	13.39	9.6
Glyma.16g003700	6.28	11.05	9.26	13.53	14.47	11.91	13.65	13.11	11.16
Glyma.16g003800	0	0	0	0	1.31	0	0	0	0
Glyma.16g003900	16.45	25.69	20.69	17.63	18.59	14.68	18.97	11.83	19.04
Glyma.16g004000	5.2	7.92	5.9	5.28	4.91	4.32	6.12	2.78	5.01
Glyma.16g004100	15.21	18.4	17.13	17.21	17.88	12.78	15.61	8.18	13.88
Glyma.16g004200	14.94	13.5	15.2	7.41	10.72	9	8.52	7.09	7.68
Glyma.16g004300	2.85	11.7	1.32	5.23	6.13	3.75	10.16	1.73	3.92
Glyma.16g004400	28.68	24.43	14.01	47.98	36.68	29.5	23.02	20.4	17.94
Glyma.16g004500	0.45	0.06	0.44	0.16	0.61	0.7	0.33	0.02	0.37
Glyma.16g004600	0.12	0.71	0.46	0.58	0.91	0.52	0.96	0.59	0.53
Glyma.16g004700	1.35	1.95	1.99	1.21	2.64	1.82	1.82	1.74	2.06
Glyma.16g004800	0.41	1.4	1.88	2.11	4.78	1.96	1.9	2.05	1.49
Glyma.16g004900	0	0	0	0	0	0.02	0.02	0	0
